v(v_in),v(out),v(c1),v(c2),v(tail)
3.947999999999786791e+00,4.976129713203860661e+00,3.291307886564955876e+00,4.999999964715126310e+00,3.276227612414658541e+00
3.949999999999786571e+00,4.976106597700974632e+00,3.293175438933020782e+00,4.999999964715126310e+00,3.278138041194511132e+00
3.951999999999786350e+00,4.976083414354718570e+00,3.295043455749616879e+00,4.999999964715126310e+00,3.280048642009040005e+00
3.953999999999786130e+00,4.976060162906785322e+00,3.296911933237090864e+00,4.999999964715125422e+00,3.281959414060934943e+00
3.955999999999785910e+00,4.976036843096324880e+00,3.298780867666333716e+00,4.999999964715126310e+00,3.283870356560206094e+00
3.957999999999785690e+00,4.976013454661119439e+00,3.300650255354976803e+00,4.999999964715126310e+00,3.285781468723164789e+00
3.959999999999785469e+00,4.975989997336048631e+00,3.302520092659210871e+00,4.999999964715125422e+00,3.287692749766947475e+00
3.961999999999785249e+00,4.975966470855095913e+00,3.304390375983516481e+00,4.999999964715125422e+00,3.289604198917488453e+00
3.963999999999785029e+00,4.975942874949406125e+00,3.306261101770826993e+00,4.999999964715126310e+00,3.291515815402202616e+00
3.965999999999784809e+00,4.975919209348417915e+00,3.308132266511441433e+00,4.999999964715125422e+00,3.293427598457244532e+00
3.967999999999784588e+00,4.975895473779752720e+00,3.310003866729857247e+00,4.999999964715125422e+00,3.295339547318517859e+00
3.969999999999784368e+00,4.975871667968653433e+00,3.311875898996496037e+00,4.999999964715126310e+00,3.297251661230214737e+00
3.971999999999784148e+00,4.975847791638781104e+00,3.313748359919332476e+00,4.999999964715126310e+00,3.299163939439715421e+00
3.973999999999783928e+00,4.975823844511602978e+00,3.315621246146031265e+00,4.999999964715126310e+00,3.301076381198930765e+00
3.975999999999783707e+00,4.975799826306068319e+00,3.317494554363542125e+00,4.999999964715126310e+00,3.302988985764978125e+00
3.977999999999783487e+00,4.975775736739820765e+00,3.319368281296334544e+00,4.999999964715126310e+00,3.304901752398874404e+00
3.979999999999783267e+00,4.975751575527670667e+00,3.321242423706702862e+00,4.999999964715126310e+00,3.306814680366477521e+00
3.981999999999783046e+00,4.975727342383170715e+00,3.323116978393695575e+00,4.999999964715125422e+00,3.308727768937800295e+00
3.983999999999782826e+00,4.975703037017495056e+00,3.324991942194041261e+00,4.999999964715126310e+00,3.310641017388351148e+00
3.985999999999782606e+00,4.975678659139073368e+00,3.326867311978565667e+00,4.999999964715126310e+00,3.312554424996712932e+00
3.987999999999782386e+00,4.975654208455244643e+00,3.328743084654792295e+00,4.999999964715126310e+00,3.314467991046747830e+00
3.989999999999782165e+00,4.975629684670399122e+00,3.330619257164197933e+00,4.999999964715125422e+00,3.316381714825966665e+00
3.991999999999781945e+00,4.975605087487361189e+00,3.332495826483236279e+00,4.999999964715126310e+00,3.318295595626993499e+00
3.993999999999781725e+00,4.975580416606633527e+00,3.334372789619947763e+00,4.999999964715126310e+00,3.320209632744832273e+00
3.995999999999781505e+00,4.975555671726562323e+00,3.336250143620691055e+00,4.999999964715126310e+00,3.322123825482638626e+00
3.997999999999781284e+00,4.975530852542907390e+00,3.338127885560153274e+00,4.999999964715125422e+00,3.324038173144340469e+00
3.999999999999781064e+00,4.975505958750058966e+00,3.340006012545263303e+00,4.999999964715125422e+00,3.325952675038098327e+00
4.001999999999781288e+00,4.975480990039535811e+00,3.341884521718318179e+00,4.999999964715125422e+00,3.327867330478860630e+00
4.003999999999781068e+00,4.975455946100981741e+00,3.343763410250352841e+00,4.999999964715126310e+00,3.329782138783805578e+00
4.005999999999780847e+00,4.975430826621757952e+00,3.345642675344580041e+00,4.999999964715127199e+00,3.331697099275090945e+00
4.007999999999780627e+00,4.975405631287031838e+00,3.347522314232193708e+00,4.999999964715127199e+00,3.333612211277029225e+00
4.009999999999780407e+00,4.975380359779766337e+00,3.349402324179233226e+00,4.999999964715127199e+00,3.335527474121785296e+00
4.011999999999780186e+00,4.975355011780063563e+00,3.351282702476841902e+00,4.999999964715127199e+00,3.337442887142056946e+00
4.013999999999779966e+00,4.975329586966826589e+00,3.353163446446624008e+00,4.999999964715127199e+00,3.339358449675375873e+00
4.015999999999779746e+00,4.975304085016020395e+00,3.355044553440990285e+00,4.999999964715127199e+00,3.341274161065020287e+00
4.017999999999779526e+00,4.975278505601073320e+00,3.356926020837496250e+00,4.999999964715127199e+00,3.343190020655698369e+00
4.019999999999779305e+00,4.975252848393402871e+00,3.358807846045472445e+00,4.999999964715127199e+00,3.345106027798909309e+00
4.021999999999779085e+00,4.975227113062600459e+00,3.360690026498303506e+00,4.999999964715127199e+00,3.347022181847421507e+00
4.023999999999778865e+00,4.975201299274859323e+00,3.362572559657005744e+00,4.999999964715126310e+00,3.348938482158172913e+00
4.025999999999778645e+00,4.975175406695031555e+00,3.364455443013477876e+00,4.999999964715127199e+00,3.350854928095071905e+00
4.027999999999778424e+00,4.975149434984838415e+00,3.366338674079585758e+00,4.999999964715127199e+00,3.352771519020928626e+00
4.029999999999778204e+00,4.975123383803774502e+00,3.368222250400473516e+00,4.999999964715127199e+00,3.354688254307895079e+00
4.031999999999777984e+00,4.975097252809566051e+00,3.370106169540383334e+00,4.999999964715127199e+00,3.356605133326754142e+00
4.033999999999777764e+00,4.975071041656495829e+00,3.371990429092729169e+00,4.999999964715126310e+00,3.358522155455060609e+00
4.035999999999777543e+00,4.975044749997003635e+00,3.373875026676063982e+00,4.999999964715126310e+00,3.360439320074125824e+00
4.037999999999777323e+00,4.975018377480942888e+00,3.375759959930874299e+00,4.999999964715126310e+00,3.362356626566913587e+00
4.039999999999777103e+00,4.974991923755981205e+00,3.377645226524938149e+00,4.999999964715127199e+00,3.364274074322282093e+00
4.041999999999776882e+00,4.974965388466976002e+00,3.379530824148038182e+00,4.999999964715127199e+00,3.366191662731168766e+00
4.043999999999776662e+00,4.974938771255880354e+00,3.381416750515290115e+00,4.999999964715126310e+00,3.368109391189584301e+00
4.045999999999776442e+00,4.974912071763102794e+00,3.383303003363263173e+00,4.999999964715126310e+00,3.370027259095558669e+00
4.047999999999776222e+00,4.974885289625946783e+00,3.385189580454444069e+00,4.999999964715127199e+00,3.371945265852897666e+00
4.049999999999776001e+00,4.974858424478683538e+00,3.387076479570189314e+00,4.999999964715127199e+00,3.373863410866080326e+00
4.051999999999775781e+00,4.974831475954147209e+00,3.388963698516445966e+00,4.999999964715128087e+00,3.375781693544653184e+00
4.053999999999775561e+00,4.974804443681288824e+00,3.390851235123419460e+00,4.999999964715128087e+00,3.377700113303405249e+00
4.055999999999775341e+00,4.974777327287442041e+00,3.392739087238495266e+00,4.999999964715127199e+00,3.379618669556928801e+00
4.057999999999775120e+00,4.974750126397029959e+00,3.394627252735102907e+00,4.999999964715127199e+00,3.381537361726941526e+00
4.059999999999774900e+00,4.974722840631477183e+00,3.396515729504210768e+00,4.999999964715127199e+00,3.383456189235487965e+00
4.061999999999774680e+00,4.974695469609768494e+00,3.398404515459703568e+00,4.999999964715127199e+00,3.385375151509684155e+00
4.063999999999774460e+00,4.974668012948478157e+00,3.400293608537375167e+00,4.999999964715127199e+00,3.387294247980768613e+00
4.065999999999774239e+00,4.974640470261102010e+00,3.402183006689919686e+00,4.999999964715127199e+00,3.389213478080925768e+00
4.067999999999774019e+00,4.974612841158077892e+00,3.404072707894051586e+00,4.999999964715127199e+00,3.391132841248263752e+00
4.069999999999773799e+00,4.974585125248131234e+00,3.405962710143714656e+00,4.999999964715127199e+00,3.393052336922493861e+00
4.071999999999773578e+00,4.974557322136215376e+00,3.407853011453088055e+00,4.999999964715127199e+00,3.394971964546880105e+00
4.073999999999773358e+00,4.974529431424654646e+00,3.409743609857983415e+00,4.999999964715127199e+00,3.396891723569720245e+00
4.075999999999773138e+00,4.974501452713504968e+00,3.411634503408607078e+00,4.999999964715127199e+00,3.398811613438935453e+00
4.077999999999772918e+00,4.974473385599748276e+00,3.413525690179253669e+00,4.999999964715127199e+00,3.400731633609626048e+00
4.079999999999772697e+00,4.974445229676861757e+00,3.415417168259625935e+00,4.999999964715126310e+00,3.402651783537606445e+00
4.081999999999772477e+00,4.974416984536210506e+00,3.417308935758046395e+00,4.999999964715126310e+00,3.404572062682089229e+00
4.083999999999772257e+00,4.974388649766022574e+00,3.419200990803014761e+00,4.999999964715127199e+00,3.406492470506889081e+00
4.085999999999772037e+00,4.974360224951412057e+00,3.421093331540099314e+00,4.999999964715127199e+00,3.408413006478370200e+00
4.087999999999771816e+00,4.974331709675052338e+00,3.422985956130847551e+00,4.999999964715127199e+00,3.410333670064564782e+00
4.089999999999771596e+00,4.974303103515964608e+00,3.424878862756150610e+00,4.999999964715127199e+00,3.412254460738035622e+00
4.091999999999771376e+00,4.974274406050453123e+00,3.426772049615106397e+00,4.999999964715127199e+00,3.414175377975254833e+00
4.093999999999771156e+00,4.974245616851693086e+00,3.428665514919370771e+00,4.999999964715126310e+00,3.416096421252070581e+00
4.095999999999770935e+00,4.974216735490581520e+00,3.430559256903094045e+00,4.999999964715126310e+00,3.418017590051940058e+00
4.097999999999770715e+00,4.974187761533643837e+00,3.432453273814681349e+00,4.999999964715127199e+00,3.419938883859262369e+00
4.099999999999770495e+00,4.974158694545327108e+00,3.434347563916907209e+00,4.999999964715127199e+00,3.421860302160006029e+00
4.101999999999770274e+00,4.974129534086471516e+00,3.436242125492861899e+00,4.999999964715128087e+00,3.423781844446229794e+00
4.103999999999770054e+00,4.974100279714797068e+00,3.438136956838450775e+00,4.999999964715128087e+00,3.425703510210264646e+00
4.105999999999769834e+00,4.974070930985315719e+00,3.440032056265503790e+00,4.999999964715128087e+00,3.427625298947618582e+00
4.107999999999769614e+00,4.974041487449166965e+00,3.441927422105198975e+00,4.999999964715127199e+00,3.429547210159661130e+00
4.109999999999769393e+00,4.974011948654574411e+00,3.443823052698375520e+00,4.999999964715127199e+00,3.431469243345889542e+00
4.111999999999769173e+00,4.973982314146470074e+00,3.445718946406992611e+00,4.999999964715127199e+00,3.433391398013497575e+00
4.113999999999768953e+00,4.973952583466858535e+00,3.447615101602978793e+00,4.999999964715127199e+00,3.435313673668340950e+00
4.115999999999768733e+00,4.973922756153817737e+00,3.449511516677290501e+00,4.999999964715127199e+00,3.437236069822454887e+00
4.117999999999768512e+00,4.973892831742733556e+00,3.451408190032470902e+00,4.999999964715127199e+00,3.439158585988115746e+00
4.119999999999768292e+00,4.973862809764864501e+00,3.453305120087710733e+00,4.999999964715128087e+00,3.441081221682140701e+00
4.121999999999768072e+00,4.973832689748759250e+00,3.455202305275933305e+00,4.999999964715127199e+00,3.443003976423645529e+00
4.123999999999767851e+00,4.973802471219325838e+00,3.457099744043428124e+00,4.999999964715127199e+00,3.444926849733672469e+00
4.125999999999767631e+00,4.973772153698121201e+00,3.458997434851544206e+00,4.999999964715127199e+00,3.446849841137069159e+00
4.127999999999767411e+00,4.973741736702760541e+00,3.460895376175141980e+00,4.999999964715127199e+00,3.448772950160916118e+00
4.129999999999767191e+00,4.973711219747850798e+00,3.462793566502217590e+00,4.999999964715127199e+00,3.450696176334703935e+00
4.131999999999766970e+00,4.973680602344630053e+00,3.464692004335167219e+00,4.999999964715127199e+00,3.452619519191064246e+00
4.133999999999766750e+00,4.973649883999941679e+00,3.466590688189459701e+00,4.999999964715127199e+00,3.454542978265288777e+00
4.135999999999766530e+00,4.973619064217855268e+00,3.468489616593741331e+00,4.999999964715127199e+00,3.456466553095180583e+00
4.137999999999766310e+00,4.973588142498384101e+00,3.470388788090152943e+00,4.999999964715127199e+00,3.458390243221543869e+00
4.139999999999766089e+00,4.973557118338177041e+00,3.472288201231762184e+00,4.999999964715126310e+00,3.460314048186106106e+00
4.141999999999765869e+00,4.973525991230006049e+00,3.474187854587760693e+00,4.999999964715127199e+00,3.462237967535988670e+00
4.143999999999765649e+00,4.973494760662532599e+00,3.476087746737439588e+00,4.999999964715127199e+00,3.464162000818792997e+00
4.145999999999765429e+00,4.973463426121569775e+00,3.477987876272301992e+00,4.999999964715127199e+00,3.466086147584567456e+00
4.147999999999765208e+00,4.973431987088572370e+00,3.479888241797539639e+00,4.999999964715127199e+00,3.468010407386910021e+00
4.149999999999764988e+00,4.973400443040869590e+00,3.481788841931240164e+00,4.999999964715127199e+00,3.469934779782588130e+00
4.151999999999764768e+00,4.973368793452876524e+00,3.483689675299971089e+00,4.999999964715127199e+00,3.471859264327894490e+00
4.153999999999764547e+00,4.973337037793921667e+00,3.485590740546331556e+00,4.999999964715127199e+00,3.473783860584991334e+00
4.155999999999764327e+00,4.973305175530436273e+00,3.487492036322054734e+00,4.999999964715127199e+00,3.475708568116455677e+00
4.157999999999764107e+00,4.973273206124409818e+00,3.489393561290736301e+00,4.999999964715126310e+00,3.477633386487425149e+00
4.159999999999763887e+00,4.973241129033757701e+00,3.491295314129267968e+00,4.999999964715126310e+00,3.479558315266874757e+00
4.161999999999763666e+00,4.973208943712701391e+00,3.493197293523777613e+00,4.999999964715127199e+00,3.481483354024600629e+00
4.163999999999763446e+00,4.973176649611509959e+00,3.495099498174548014e+00,4.999999964715127199e+00,3.483408502335066270e+00
4.165999999999763226e+00,4.973144246175503547e+00,3.497001926786551529e+00,4.999999964715128087e+00,3.485333759769960960e+00
4.167999999999763006e+00,4.973111732846653865e+00,3.498904578084040207e+00,4.999999964715128087e+00,3.487259125910048052e+00
4.169999999999762785e+00,4.973079109062696013e+00,3.500807450796440179e+00,4.999999964715128087e+00,3.489184600333884667e+00
4.171999999999762565e+00,4.973046374256482771e+00,3.502710543666571752e+00,4.999999964715128087e+00,3.491110182624408420e+00
4.173999999999762345e+00,4.973013527857869320e+00,3.504613855446175208e+00,4.999999964715128087e+00,3.493035872365486405e+00
4.175999999999762125e+00,4.972980569291032715e+00,3.506517384898849787e+00,4.999999964715127199e+00,3.494961669144526439e+00
4.177999999999761904e+00,4.972947497976643483e+00,3.508421130796731013e+00,4.999999964715127199e+00,3.496887572549585155e+00
4.179999999999761684e+00,4.972914313330632829e+00,3.510325091925269980e+00,4.999999964715127199e+00,3.498813582173544656e+00
4.181999999999761464e+00,4.972881014765102137e+00,3.512229267076782513e+00,4.999999964715127199e+00,3.500739697608877155e+00
4.183999999999761243e+00,4.972847601686795294e+00,3.514133655055016181e+00,4.999999964715127199e+00,3.502665918451288718e+00
4.185999999999761023e+00,4.972814073499026044e+00,3.516038254674177299e+00,4.999999964715127199e+00,3.504592244299382653e+00
4.187999999999760803e+00,4.972780429599437113e+00,3.517943064758751515e+00,4.999999964715127199e+00,3.506518674753983600e+00
4.189999999999760583e+00,4.972746669381591822e+00,3.519848084140547062e+00,4.999999964715127199e+00,3.508445209416536148e+00
4.191999999999760362e+00,4.972712792234969648e+00,3.521753311662809693e+00,4.999999964715128087e+00,3.510371847891879948e+00
4.193999999999760142e+00,4.972678797543607310e+00,3.523658746177959600e+00,4.999999964715128087e+00,3.512298589786907677e+00
4.195999999999759922e+00,4.972644684687234751e+00,3.525564386548174056e+00,4.999999964715128087e+00,3.514225434710844809e+00
4.197999999999759702e+00,4.972610453040724465e+00,3.527470231644950438e+00,4.999999964715127199e+00,3.516152382275091082e+00
4.199999999999759481e+00,4.972576101973856133e+00,3.529376280346172123e+00,4.999999964715127199e+00,3.518079432090924552e+00
4.201999999999759261e+00,4.972541630852142625e+00,3.531282531544620351e+00,4.999999964715127199e+00,3.520006583776363218e+00
4.203999999999759041e+00,4.972507039035908072e+00,3.533188984135945621e+00,4.999999964715127199e+00,3.521933836946609997e+00
4.205999999999758820e+00,4.972472325880281652e+00,3.535095637028649040e+00,4.999999964715127199e+00,3.523861191222083633e+00
4.207999999999758600e+00,4.972437490736158594e+00,3.537002489138395322e+00,4.999999964715127199e+00,3.525788646223893430e+00
4.209999999999758380e+00,4.972402532948301257e+00,3.538909539389798020e+00,4.999999964715127199e+00,3.527716201575543220e+00
4.211999999999758160e+00,4.972367451857220289e+00,3.540816786717447151e+00,4.999999964715127199e+00,3.529643856903496690e+00
4.213999999999757939e+00,4.972332246798162991e+00,3.542724230060813273e+00,4.999999964715127199e+00,3.531571611833316915e+00
4.215999999999757719e+00,4.972296917101057367e+00,3.544631868371839190e+00,4.999999964715127199e+00,3.533499465995770805e+00
4.217999999999757499e+00,4.972261462090756368e+00,3.546539700609804058e+00,4.999999964715127199e+00,3.535427419023085438e+00
4.219999999999757279e+00,4.972225881086520083e+00,3.548447725741135983e+00,4.999999964715127199e+00,3.537355470548201097e+00
4.221999999999757058e+00,4.972190173402319502e+00,3.550355942740786919e+00,4.999999964715126310e+00,3.539283620206471692e+00
4.223999999999756838e+00,4.972154338347429814e+00,3.552264350591238795e+00,4.999999964715127199e+00,3.541211867634772581e+00
4.225999999999756618e+00,4.972118375224613196e+00,3.554172948285529987e+00,4.999999964715127199e+00,3.543140212473843587e+00
4.227999999999756398e+00,4.972082283331706876e+00,3.556081734821469720e+00,4.999999964715127199e+00,3.545068654363987104e+00
4.229999999999756177e+00,4.972046061961506780e+00,3.557990709206183322e+00,4.999999964715127199e+00,3.546997192948359245e+00
4.231999999999755957e+00,4.972009710399881932e+00,3.559899870454929172e+00,4.999999964715127199e+00,3.548925827872619454e+00
4.233999999999755737e+00,4.971973227928235595e+00,3.561809217589122056e+00,4.999999964715127199e+00,3.550854558782782444e+00
4.235999999999755516e+00,4.971936613822047768e+00,3.563718749640216288e+00,4.999999964715127199e+00,3.552783385328915244e+00
4.237999999999755296e+00,4.971899867350331625e+00,3.565628465645431788e+00,4.999999964715127199e+00,3.554712307161465024e+00
4.239999999999755076e+00,4.971862987776860976e+00,3.567538364649198268e+00,4.999999964715127199e+00,3.556641323932414611e+00
4.241999999999754856e+00,4.971825974359567191e+00,3.569448445704162420e+00,4.999999964715127199e+00,3.558570435296505963e+00
4.243999999999754635e+00,4.971788826350366008e+00,3.571358707869488391e+00,4.999999964715127199e+00,3.560499640909484231e+00
4.245999999999754415e+00,4.971751542994700124e+00,3.573269150212662559e+00,4.999999964715127199e+00,3.562428940429753332e+00
4.247999999999754195e+00,4.971714123532619212e+00,3.575179771808408624e+00,4.999999964715128087e+00,3.564358333517923416e+00
4.249999999999753975e+00,4.971676567197506280e+00,3.577090571736391222e+00,4.999999964715127199e+00,3.566287819834194295e+00
4.251999999999753754e+00,4.971638873216916110e+00,3.579001549085488509e+00,4.999999964715127199e+00,3.568217399042658666e+00
4.253999999999753534e+00,4.971601040812184458e+00,3.580912702951343896e+00,4.999999964715127199e+00,3.570147070808994183e+00
4.255999999999753314e+00,4.971563069197561191e+00,3.582824032434337891e+00,4.999999964715127199e+00,3.572076834798659117e+00
4.257999999999753094e+00,4.971524957582191817e+00,3.584735536644232834e+00,4.999999964715127199e+00,3.574006690681372778e+00
4.259999999999752873e+00,4.971486705167538211e+00,3.586647214696141006e+00,4.999999964715128087e+00,3.575936638127096501e+00
4.261999999999752653e+00,4.971448311149164745e+00,3.588559065712344065e+00,4.999999964715128087e+00,3.577866676808140411e+00
4.263999999999752433e+00,4.971409774715915830e+00,3.590471088821386214e+00,4.999999964715128087e+00,3.579796806398108711e+00
4.265999999999752212e+00,4.971371095050427513e+00,3.592383283157710938e+00,4.999999964715128087e+00,3.581727026571837946e+00
4.267999999999751992e+00,4.971332271327646879e+00,3.594295647863710474e+00,4.999999964715128087e+00,3.583657337007114752e+00
4.269999999999751772e+00,4.971293302716580875e+00,3.596208182088614258e+00,4.999999964715128087e+00,3.585587737383725937e+00
4.271999999999751552e+00,4.971254188378631866e+00,3.598120884984826073e+00,4.999999964715128087e+00,3.587518227380479985e+00
4.273999999999751331e+00,4.971214927469332245e+00,3.600033755714123096e+00,4.999999964715128087e+00,3.589448806680366477e+00
4.275999999999751111e+00,4.971175519136256327e+00,3.601946793442540873e+00,4.999999964715128087e+00,3.591379474966557961e+00
4.277999999999750891e+00,4.971135962519981355e+00,3.603859997344061483e+00,4.999999964715128087e+00,3.593310231925175291e+00
4.279999999999750671e+00,4.971096256754225173e+00,3.605773366597659457e+00,4.999999964715127199e+00,3.595241077243089389e+00
4.281999999999750450e+00,4.971056400965474076e+00,3.607686900387969242e+00,4.999999964715127199e+00,3.597172010608522541e+00
4.283999999999750230e+00,4.971016394272551153e+00,3.609600597905725738e+00,4.999999964715127199e+00,3.599103031711272660e+00
4.285999999999750010e+00,4.970976235787454733e+00,3.611514458348989098e+00,4.999999964715127199e+00,3.601034140244117943e+00
4.287999999999749789e+00,4.970935924614201085e+00,3.613428480920296781e+00,4.999999964715127199e+00,3.602965335900023103e+00
4.289999999999749569e+00,4.970895459849304920e+00,3.615342664828322228e+00,4.999999964715127199e+00,3.604896618374016537e+00
4.291999999999749349e+00,4.970854840581987233e+00,3.617257009288427749e+00,4.999999964715127199e+00,3.606827987363217858e+00
4.293999999999749129e+00,4.970814065893161882e+00,3.619171513518310235e+00,4.999999964715127199e+00,3.608759442563655551e+00
4.295999999999748908e+00,4.970773134856554698e+00,3.621086176745441865e+00,4.999999964715127199e+00,3.610690983676400290e+00
4.297999999999748688e+00,4.970732046537889026e+00,3.623000998201646006e+00,4.999999964715127199e+00,3.612622610402880241e+00
4.299999999999748468e+00,4.970690799994450515e+00,3.624915977122631805e+00,4.999999964715127199e+00,3.614554322444731405e+00
4.301999999999748248e+00,4.970649394275805655e+00,3.626831112750992681e+00,4.999999964715127199e+00,3.616486119506252539e+00
4.303999999999748027e+00,4.970607828423413643e+00,3.628746404335146725e+00,4.999999964715128087e+00,3.618418001293596920e+00
4.305999999999747807e+00,4.970566101470581977e+00,3.630661851127505724e+00,4.999999964715128087e+00,3.620349967513226463e+00
4.307999999999747587e+00,4.970524212442045453e+00,3.632577452386827499e+00,4.999999964715128087e+00,3.622282017873942106e+00
4.309999999999747367e+00,4.970482160353744128e+00,3.634493207376745083e+00,4.999999964715128087e+00,3.624214152085758922e+00
4.311999999999747146e+00,4.970439944214227523e+00,3.636409115367389422e+00,4.999999964715128087e+00,3.626146369861010577e+00
4.313999999999746926e+00,4.970397563022328491e+00,3.638325175630216179e+00,4.999999964715127199e+00,3.628078670910465764e+00
4.315999999999746706e+00,4.970355015768910256e+00,3.640241387447742838e+00,4.999999964715127199e+00,3.630011054951263194e+00
4.317999999999746485e+00,4.970312301435248159e+00,3.642157750101627123e+00,4.999999964715127199e+00,3.631943521696858301e+00
4.319999999999746265e+00,4.970269418994674560e+00,3.644074262882414761e+00,4.999999964715127199e+00,3.633876070865492025e+00
4.321999999999746045e+00,4.970226367410666590e+00,3.645990925084139800e+00,4.999999964715127199e+00,3.635808702175581164e+00
4.323999999999745825e+00,4.970183145638297439e+00,3.647907736006584134e+00,4.999999964715127199e+00,3.637741415347499174e+00
4.325999999999745604e+00,4.970139752622781515e+00,3.649824694953769821e+00,4.999999964715127199e+00,3.639674210102668894e+00
4.327999999999745384e+00,4.970096187300242718e+00,3.651741801234485330e+00,4.999999964715127199e+00,3.641607086163539453e+00
4.329999999999745164e+00,4.970052448597825467e+00,3.653659054162519126e+00,4.999999964715127199e+00,3.643540043254395400e+00
4.331999999999744944e+00,4.970008535432350882e+00,3.655576453057423070e+00,4.999999964715127199e+00,3.645473081101568980e+00
4.333999999999744723e+00,4.969964446712110906e+00,3.657493997240432115e+00,4.999999964715127199e+00,3.647406199430159646e+00
4.335999999999744503e+00,4.969920181334137155e+00,3.659411686041106115e+00,4.999999964715127199e+00,3.649339397969859178e+00
4.337999999999744283e+00,4.969875738186895653e+00,3.661329518792136195e+00,4.999999964715127199e+00,3.651272676450328714e+00
4.339999999999744063e+00,4.969831116148605510e+00,3.663247494829421136e+00,4.999999964715127199e+00,3.653206034601431895e+00
4.341999999999743842e+00,4.969786314086629631e+00,3.665165613495895869e+00,4.999999964715127199e+00,3.655139472156404779e+00
4.343999999999743622e+00,4.969741330859385187e+00,3.667083874138000965e+00,4.999999964715127199e+00,3.657072988849036754e+00
4.345999999999743402e+00,4.969696165313754577e+00,3.669002276105124860e+00,4.999999964715127199e+00,3.659006584413130980e+00
4.347999999999743181e+00,4.969650816286677042e+00,3.670920818753593995e+00,4.999999964715127199e+00,3.660940258585807960e+00
4.349999999999742961e+00,4.969605282605018104e+00,3.672839501441008903e+00,4.999999964715127199e+00,3.662874011102980276e+00
4.351999999999742741e+00,4.969559563084082754e+00,3.674758323533416693e+00,4.999999964715127199e+00,3.664807841705324254e+00
4.353999999999742521e+00,4.969513656528863343e+00,3.676677284398699008e+00,4.999999964715126310e+00,3.666741750132624933e+00
4.355999999999742300e+00,4.969467561733290850e+00,3.678596383407859882e+00,4.999999964715127199e+00,3.668675736124938247e+00
4.357999999999742080e+00,4.969421277480174481e+00,3.680515619938946159e+00,4.999999964715127199e+00,3.670609799426056252e+00
4.359999999999741860e+00,4.969374802541288716e+00,3.682434993371890286e+00,4.999999964715127199e+00,3.672543939779036481e+00
4.361999999999741640e+00,4.969328135676632563e+00,3.684354503092556854e+00,4.999999964715127199e+00,3.674478156929678718e+00
4.363999999999741419e+00,4.969281275635554884e+00,3.686274148488528635e+00,4.999999964715127199e+00,3.676412450622958517e+00
4.365999999999741199e+00,4.969234221154751552e+00,3.688193928953870326e+00,4.999999964715127199e+00,3.678346820607120371e+00
4.367999999999740979e+00,4.969186970959892591e+00,3.690113843886054124e+00,4.999999964715127199e+00,3.680281266631209469e+00
4.369999999999740758e+00,4.969139523764304123e+00,3.692033892685896213e+00,4.999999964715127199e+00,3.682215788444806126e+00
4.371999999999740538e+00,4.969091878269776608e+00,3.693954074759435713e+00,4.999999964715128087e+00,3.684150385799730198e+00
4.373999999999740318e+00,4.969044033165265439e+00,3.695874389514561820e+00,4.999999964715128087e+00,3.686085058447336138e+00
4.375999999999740098e+00,4.968995987128168146e+00,3.697794836364800553e+00,4.999999964715128087e+00,3.688019806141495494e+00
4.377999999999739877e+00,4.968947738822789617e+00,3.699715414727418494e+00,4.999999964715128087e+00,3.689954628637325484e+00
4.379999999999739657e+00,4.968899286900925638e+00,3.701636124022937846e+00,4.999999964715128087e+00,3.691889525690467799e+00
4.381999999999739437e+00,4.968850630001866442e+00,3.703556963675729286e+00,4.999999964715128087e+00,3.693824497057864864e+00
4.383999999999739217e+00,4.968801766751244742e+00,3.705477933113913824e+00,4.999999964715128087e+00,3.695759542497664807e+00
4.385999999999738996e+00,4.968752695762426619e+00,3.707399031770393538e+00,4.999999964715128087e+00,3.697694661769883595e+00
4.387999999999738776e+00,4.968703415634893261e+00,3.709320259079459170e+00,4.999999964715128087e+00,3.699629854633822656e+00
4.389999999999738556e+00,4.968653924955071410e+00,3.711241614480988993e+00,4.999999964715128087e+00,3.701565120851526558e+00
4.391999999999738336e+00,4.968604222295318174e+00,3.713163097419778680e+00,4.999999964715128087e+00,3.703500460187361121e+00
4.393999999999738115e+00,4.968554306215019700e+00,3.715084707341090642e+00,4.999999964715128087e+00,3.705435872403975317e+00
4.395999999999737895e+00,4.968504175258614097e+00,3.717006443694868878e+00,4.999999964715128087e+00,3.707371357266184386e+00
4.397999999999737675e+00,4.968453827956877511e+00,3.718928305934712686e+00,4.999999964715128087e+00,3.709306914539891586e+00
4.399999999999737454e+00,4.968403262826523559e+00,3.720850293519572638e+00,4.999999964715128087e+00,3.711242543993937382e+00
4.401999999999737234e+00,4.968352478369362224e+00,3.722772405908260751e+00,4.999999964715127199e+00,3.713178245394823662e+00
4.403999999999737014e+00,4.968301473072999741e+00,3.724694642566091396e+00,4.999999964715127199e+00,3.715114018512989169e+00
4.405999999999736794e+00,4.968250245409520538e+00,3.726617002961279734e+00,4.999999964715127199e+00,3.717049863119372688e+00
4.407999999999736573e+00,4.968198793836517524e+00,3.728539486564387939e+00,4.999999964715127199e+00,3.718985778985285595e+00
4.409999999999736353e+00,4.968147116795692320e+00,3.730462092849614386e+00,4.999999964715127199e+00,3.720921765883019372e+00
