time,v(v_in),v(out)
8.505000000000071883e-06,2.700000000000000178e+00,4.974790507296487085e+00
8.510000000000072682e-06,2.700000000000000178e+00,4.974790647906736751e+00
8.515000000000073481e-06,2.700000000000000178e+00,4.974790787798800906e+00
8.520000000000074280e-06,2.700000000000000178e+00,4.974790926975982686e+00
8.525000000000075080e-06,2.700000000000000178e+00,4.974791065441887206e+00
8.530000000000075879e-06,2.700000000000000178e+00,4.974791203200370937e+00
8.535000000000076678e-06,2.700000000000000178e+00,4.974791340254976824e+00
8.540000000000077477e-06,2.700000000000000178e+00,4.974791476609295771e+00
8.545000000000078276e-06,2.700000000000000178e+00,4.974791612266916019e+00
8.550000000000079075e-06,2.700000000000000178e+00,4.974791747231564365e+00
8.555000000000079875e-06,2.700000000000000178e+00,4.974791881506668290e+00
8.560000000000080674e-06,2.700000000000000178e+00,4.974792015095646391e+00
8.565000000000081473e-06,2.700000000000000178e+00,4.974792148002032732e+00
8.570000000000082272e-06,2.700000000000000178e+00,4.974792280229425323e+00
8.575000000000083071e-06,2.700000000000000178e+00,4.974792411781420398e+00
8.580000000000083870e-06,2.700000000000000178e+00,4.974792542661224282e+00
8.585000000000084670e-06,2.700000000000000178e+00,4.974792672872318633e+00
8.590000000000085469e-06,2.700000000000000178e+00,4.974792802418235738e+00
8.595000000000086268e-06,2.700000000000000178e+00,4.974792931302236987e+00
8.600000000000087067e-06,2.700000000000000178e+00,4.974793059527901740e+00
8.605000000000087866e-06,2.700000000000000178e+00,4.974793187098580205e+00
8.610000000000088665e-06,2.700000000000000178e+00,4.974793314017503576e+00
8.615000000000089464e-06,2.700000000000000178e+00,4.974793440287985646e+00
8.620000000000090264e-06,2.700000000000000178e+00,4.974793565913611104e+00
8.625000000000091063e-06,2.700000000000000178e+00,4.974793690897379328e+00
8.630000000000091862e-06,2.700000000000000178e+00,4.974793815242525952e+00
8.635000000000092661e-06,2.700000000000000178e+00,4.974793938952714711e+00
8.640000000000093460e-06,2.700000000000000178e+00,4.974794062030762909e+00
8.645000000000094259e-06,2.700000000000000178e+00,4.974794184480155756e+00
8.650000000000095059e-06,2.700000000000000178e+00,4.974794306304255898e+00
8.655000000000095858e-06,2.700000000000000178e+00,4.974794427505934813e+00
8.660000000000096657e-06,2.700000000000000178e+00,4.974794548088427248e+00
8.665000000000097456e-06,2.700000000000000178e+00,4.974794668054927982e+00
8.670000000000098255e-06,2.700000000000000178e+00,4.974794787408800545e+00
8.675000000000099054e-06,2.700000000000000178e+00,4.974794906153075402e+00
8.680000000000099854e-06,2.700000000000000178e+00,4.974795024290649792e+00
8.685000000000100653e-06,2.700000000000000178e+00,4.974795141824808198e+00
8.690000000000101452e-06,2.700000000000000178e+00,4.974795258758790695e+00
8.695000000000102251e-06,2.700000000000000178e+00,4.974795375095431460e+00
8.700000000000103050e-06,2.700000000000000178e+00,4.974795490837826684e+00
8.705000000000103849e-06,2.700000000000000178e+00,4.974795605989222658e+00
8.710000000000104649e-06,2.700000000000000178e+00,4.974795720552390499e+00
8.715000000000105448e-06,2.700000000000000178e+00,4.974795834530305605e+00
8.720000000000106247e-06,2.700000000000000178e+00,4.974795947926219597e+00
8.725000000000107046e-06,2.700000000000000178e+00,4.974796060742960435e+00
8.730000000000107845e-06,2.700000000000000178e+00,4.974796172983350750e+00
8.735000000000108644e-06,2.700000000000000178e+00,4.974796284650656375e+00
8.740000000000109443e-06,2.700000000000000178e+00,4.974796395747654643e+00
8.745000000000110243e-06,2.700000000000000178e+00,4.974796506277123775e+00
8.750000000000111042e-06,2.700000000000000178e+00,4.974796616242187497e+00
8.755000000000111841e-06,2.700000000000000178e+00,4.974796725645671991e+00
8.760000000000112640e-06,2.700000000000000178e+00,4.974796834490523345e+00
8.765000000000113439e-06,2.700000000000000178e+00,4.974796942779380338e+00
8.770000000000114238e-06,2.700000000000000178e+00,4.974797050515138430e+00
8.775000000000115038e-06,2.700000000000000178e+00,4.974797157700739270e+00
8.780000000000115837e-06,2.700000000000000178e+00,4.974797264339048120e+00
8.785000000000116636e-06,2.700000000000000178e+00,4.974797370432768595e+00
8.790000000000117435e-06,2.700000000000000178e+00,4.974797475984698458e+00
8.795000000000118234e-06,2.700000000000000178e+00,4.974797580997595503e+00
8.800000000000119033e-06,2.700000000000000178e+00,4.974797685474059428e+00
8.805000000000119833e-06,2.700000000000000178e+00,4.974797789417166882e+00
8.810000000000120632e-06,2.700000000000000178e+00,4.974797892829482038e+00
8.815000000000121431e-06,2.700000000000000178e+00,4.974797995713605481e+00
8.820000000000122230e-06,2.700000000000000178e+00,4.974798098072410468e+00
8.825000000000123029e-06,2.700000000000000178e+00,4.974798199908587293e+00
8.830000000000123828e-06,2.700000000000000178e+00,4.974798301224677921e+00
8.835000000000124628e-06,2.700000000000000178e+00,4.974798402023491661e+00
8.840000000000125427e-06,2.700000000000000178e+00,4.974798502307550052e+00
8.845000000000126226e-06,2.700000000000000178e+00,4.974798602079513188e+00
8.850000000000127025e-06,2.700000000000000178e+00,4.974798701342079355e+00
8.855000000000127824e-06,2.700000000000000178e+00,4.974798800097666174e+00
8.860000000000128623e-06,2.700000000000000178e+00,4.974798898349164666e+00
8.865000000000129423e-06,2.700000000000000178e+00,4.974798996098862780e+00
8.870000000000130222e-06,2.700000000000000178e+00,4.974799093349274948e+00
8.875000000000131021e-06,2.700000000000000178e+00,4.974799190103368574e+00
8.880000000000131820e-06,2.700000000000000178e+00,4.974799286363458251e+00
8.885000000000132619e-06,2.700000000000000178e+00,4.974799382131929626e+00
8.890000000000133418e-06,2.700000000000000178e+00,4.974799477411532500e+00
8.895000000000134217e-06,2.700000000000000178e+00,4.974799572204602782e+00
8.900000000000135017e-06,2.700000000000000178e+00,4.974799666513631813e+00
8.905000000000135816e-06,2.700000000000000178e+00,4.974799760341070076e+00
8.910000000000136615e-06,2.700000000000000178e+00,4.974799853689517271e+00
8.915000000000137414e-06,2.700000000000000178e+00,4.974799946561408781e+00
8.920000000000138213e-06,2.700000000000000178e+00,4.974800038959074300e+00
8.925000000000139012e-06,2.700000000000000178e+00,4.974800130885106419e+00
8.930000000000139812e-06,2.700000000000000178e+00,4.974800222341730915e+00
8.935000000000140611e-06,2.700000000000000178e+00,4.974800313331397383e+00
8.940000000000141410e-06,2.700000000000000178e+00,4.974800403856571407e+00
8.945000000000142209e-06,2.700000000000000178e+00,4.974800493919493860e+00
8.950000000000143008e-06,2.700000000000000178e+00,4.974800583522556607e+00
8.955000000000143807e-06,2.700000000000000178e+00,4.974800672668267865e+00
8.960000000000144607e-06,2.700000000000000178e+00,4.974800761358808110e+00
8.965000000000145406e-06,2.700000000000000178e+00,4.974800849596600294e+00
8.970000000000146205e-06,2.700000000000000178e+00,4.974800937383982102e+00
8.975000000000147004e-06,2.700000000000000178e+00,4.974801024723142895e+00
8.980000000000147803e-06,2.700000000000000178e+00,4.974801111616431903e+00
8.985000000000148602e-06,2.700000000000000178e+00,4.974801198066066021e+00
8.990000000000149402e-06,2.700000000000000178e+00,4.974801284074359842e+00
8.995000000000150201e-06,2.700000000000000178e+00,4.974801369643572890e+00
9.000000000000151000e-06,2.700000000000000178e+00,4.974801454775907850e+00
9.005000000000151799e-06,2.700000000000000178e+00,4.974801539473804546e+00
9.010000000000152598e-06,2.700000000000000178e+00,4.974801623739360856e+00
9.015000000000153397e-06,2.700000000000000178e+00,4.974801707574584952e+00
9.020000000000154197e-06,2.700000000000000178e+00,4.974801790981800309e+00
9.025000000000154996e-06,2.700000000000000178e+00,4.974801873963377474e+00
9.030000000000155795e-06,2.700000000000000178e+00,4.974801956521230473e+00
9.035000000000156594e-06,2.700000000000000178e+00,4.974802038657733405e+00
9.040000000000157393e-06,2.700000000000000178e+00,4.974802120374852699e+00
9.045000000000158192e-06,2.700000000000000178e+00,4.974802201674774160e+00
9.050000000000158991e-06,2.700000000000000178e+00,4.974802282559942057e+00
9.055000000000159791e-06,2.700000000000000178e+00,4.974802363032086561e+00
9.060000000000160590e-06,2.700000000000000178e+00,4.974802443093411242e+00
9.065000000000161389e-06,2.700000000000000178e+00,4.974802522746132105e+00
9.070000000000162188e-06,2.700000000000000178e+00,4.974802601992309725e+00
9.075000000000162987e-06,2.700000000000000178e+00,4.974802680833797730e+00
9.080000000000163786e-06,2.700000000000000178e+00,4.974802759273009301e+00
9.085000000000164586e-06,2.700000000000000178e+00,4.974802837311800729e+00
9.090000000000165385e-06,2.700000000000000178e+00,4.974802914952074495e+00
9.095000000000166184e-06,2.700000000000000178e+00,4.974802992196234008e+00
9.100000000000166983e-06,2.700000000000000178e+00,4.974803069046179971e+00
9.105000000000167782e-06,2.700000000000000178e+00,4.974803145503692292e+00
9.110000000000168581e-06,2.700000000000000178e+00,4.974803221570863521e+00
9.115000000000169381e-06,2.700000000000000178e+00,4.974803297250026901e+00
9.120000000000170180e-06,2.700000000000000178e+00,4.974803372542853985e+00
9.125000000000170979e-06,2.700000000000000178e+00,4.974803447451169980e+00
9.130000000000171778e-06,2.700000000000000178e+00,4.974803521977266385e+00
9.135000000000172577e-06,2.700000000000000178e+00,4.974803596123006599e+00
9.140000000000173376e-06,2.700000000000000178e+00,4.974803669890295765e+00
9.145000000000174176e-06,2.700000000000000178e+00,4.974803743281191792e+00
9.150000000000174975e-06,2.700000000000000178e+00,4.974803816297449721e+00
9.155000000000175774e-06,2.700000000000000178e+00,4.974803888940942720e+00
9.160000000000176573e-06,2.700000000000000178e+00,4.974803961213510206e+00
9.165000000000177372e-06,2.700000000000000178e+00,4.974804033117353974e+00
9.170000000000178171e-06,2.700000000000000178e+00,4.974804104654264592e+00
9.175000000000178971e-06,2.700000000000000178e+00,4.974804175826026409e+00
9.180000000000179770e-06,2.700000000000000178e+00,4.974804246634568550e+00
9.185000000000180569e-06,2.700000000000000178e+00,4.974804317081679805e+00
9.190000000000181368e-06,2.700000000000000178e+00,4.974804387169324826e+00
9.195000000000182167e-06,2.700000000000000178e+00,4.974804456899289740e+00
9.200000000000182966e-06,2.700000000000000178e+00,4.974804526273286953e+00
9.205000000000183765e-06,2.700000000000000178e+00,4.974804595293244702e+00
9.210000000000184565e-06,2.700000000000000178e+00,4.974804663960881612e+00
9.215000000000185364e-06,2.700000000000000178e+00,4.974804732278002461e+00
9.220000000000186163e-06,2.700000000000000178e+00,4.974804800246744207e+00
9.225000000000186962e-06,2.700000000000000178e+00,4.974804867868497738e+00
9.230000000000187761e-06,2.700000000000000178e+00,4.974804935145038520e+00
9.235000000000188560e-06,2.700000000000000178e+00,4.974805002078335647e+00
9.240000000000189360e-06,2.700000000000000178e+00,4.974805068669878594e+00
9.245000000000190159e-06,2.700000000000000178e+00,4.974805134921720828e+00
9.250000000000190958e-06,2.700000000000000178e+00,4.974805200835521468e+00
9.255000000000191757e-06,2.700000000000000178e+00,4.974805266412783311e+00
9.260000000000192556e-06,2.700000000000000178e+00,4.974805331655458573e+00
9.265000000000193355e-06,2.700000000000000178e+00,4.974805396565067817e+00
9.270000000000194155e-06,2.700000000000000178e+00,4.974805461143462004e+00
9.275000000000194954e-06,2.700000000000000178e+00,4.974805525392445915e+00
9.280000000000195753e-06,2.700000000000000178e+00,4.974805589313484155e+00
9.285000000000196552e-06,2.700000000000000178e+00,4.974805652908324660e+00
9.290000000000197351e-06,2.700000000000000178e+00,4.974805716178572368e+00
9.295000000000198150e-06,2.700000000000000178e+00,4.974805779125961003e+00
9.300000000000198950e-06,2.700000000000000178e+00,4.974805841752187874e+00
9.305000000000199749e-06,2.700000000000000178e+00,4.974805904058809070e+00
9.310000000000200548e-06,2.700000000000000178e+00,4.974805966047392225e+00
9.315000000000201347e-06,2.700000000000000178e+00,4.974806027719586687e+00
9.320000000000202146e-06,2.700000000000000178e+00,4.974806089077322468e+00
9.325000000000202945e-06,2.700000000000000178e+00,4.974806150121762194e+00
9.330000000000203745e-06,2.700000000000000178e+00,4.974806210854651134e+00
9.335000000000204544e-06,2.700000000000000178e+00,4.974806271277820713e+00
9.340000000000205343e-06,2.700000000000000178e+00,4.974806331392478853e+00
9.345000000000206142e-06,2.700000000000000178e+00,4.974806391200463196e+00
9.350000000000206941e-06,2.700000000000000178e+00,4.974806450703202820e+00
9.355000000000207740e-06,2.700000000000000178e+00,4.974806509902313323e+00
9.360000000000208539e-06,2.700000000000000178e+00,4.974806568799444051e+00
9.365000000000209339e-06,2.700000000000000178e+00,4.974806627395961911e+00
9.370000000000210138e-06,2.700000000000000178e+00,4.974806685693534902e+00
9.375000000000210937e-06,2.700000000000000178e+00,4.974806743693563682e+00
9.380000000000211736e-06,2.700000000000000178e+00,4.974806801397641642e+00
9.385000000000212535e-06,2.700000000000000178e+00,4.974806858807295562e+00
9.390000000000213334e-06,2.700000000000000178e+00,4.974806915923979389e+00
9.395000000000214134e-06,2.700000000000000178e+00,4.974806972749318490e+00
9.400000000000214933e-06,2.700000000000000178e+00,4.974807029284759707e+00
9.405000000000215732e-06,2.700000000000000178e+00,4.974807085531510076e+00
9.410000000000216531e-06,2.700000000000000178e+00,4.974807141491365492e+00
9.415000000000217330e-06,2.700000000000000178e+00,4.974807197165666217e+00
9.420000000000218129e-06,2.700000000000000178e+00,4.974807252555784487e+00
9.425000000000218929e-06,2.700000000000000178e+00,4.974807307663382971e+00
9.430000000000219728e-06,2.700000000000000178e+00,4.974807362489764628e+00
9.435000000000220527e-06,2.700000000000000178e+00,4.974807417036561041e+00
9.440000000000221326e-06,2.700000000000000178e+00,4.974807471304928619e+00
9.445000000000222125e-06,2.700000000000000178e+00,4.974807525296430555e+00
9.450000000000222924e-06,2.700000000000000178e+00,4.974807579012440861e+00
9.455000000000223724e-06,2.700000000000000178e+00,4.974807632454246509e+00
9.460000000000224523e-06,2.700000000000000178e+00,4.974807685623479081e+00
9.465000000000225322e-06,2.700000000000000178e+00,4.974807738521294986e+00
9.470000000000226121e-06,2.700000000000000178e+00,4.974807791149265412e+00
9.475000000000226920e-06,2.700000000000000178e+00,4.974807843508918914e+00
9.480000000000227719e-06,2.700000000000000178e+00,4.974807895601300878e+00
9.485000000000228518e-06,2.700000000000000178e+00,4.974807947427879462e+00
9.490000000000229318e-06,2.700000000000000178e+00,4.974807998990009139e+00
9.495000000000230117e-06,2.700000000000000178e+00,4.974808050289015959e+00
9.500000000000230916e-06,2.700000000000000178e+00,4.974808101326414267e+00
9.505000000000231715e-06,2.700000000000000178e+00,4.974808152103243231e+00
9.510000000000232514e-06,2.700000000000000178e+00,4.974808202621004760e+00
9.515000000000233313e-06,2.700000000000000178e+00,4.974808252881159021e+00
9.520000000000234113e-06,2.700000000000000178e+00,4.974808302884914823e+00
9.525000000000234912e-06,2.700000000000000178e+00,4.974808352633594666e+00
9.530000000000235711e-06,2.700000000000000178e+00,4.974808402128282125e+00
9.535000000000236510e-06,2.700000000000000178e+00,4.974808451370443585e+00
9.540000000000237309e-06,2.700000000000000178e+00,4.974808500361524111e+00
9.545000000000238108e-06,2.700000000000000178e+00,4.974808549102530009e+00
9.550000000000238908e-06,2.700000000000000178e+00,4.974808597594911674e+00
9.555000000000239707e-06,2.700000000000000178e+00,4.974808645839924992e+00
9.560000000000240506e-06,2.700000000000000178e+00,4.974808693838711271e+00
9.565000000000241305e-06,2.700000000000000178e+00,4.974808741592752881e+00
9.570000000000242104e-06,2.700000000000000178e+00,4.974808789103136064e+00
9.575000000000242903e-06,2.700000000000000178e+00,4.974808836371030552e+00
9.580000000000243703e-06,2.700000000000000178e+00,4.974808883397903614e+00
9.585000000000244502e-06,2.700000000000000178e+00,4.974808930184810407e+00
9.590000000000245301e-06,2.700000000000000178e+00,4.974808976732973065e+00
9.595000000000246100e-06,2.700000000000000178e+00,4.974809023043702538e+00
9.600000000000246899e-06,2.700000000000000178e+00,4.974809069118061977e+00
9.605000000000247698e-06,2.700000000000000178e+00,4.974809114957474243e+00
9.610000000000248498e-06,2.700000000000000178e+00,4.974809160562934096e+00
9.615000000000249297e-06,2.700000000000000178e+00,4.974809205935737388e+00
9.620000000000250096e-06,2.700000000000000178e+00,4.974809251077134675e+00
9.625000000000250895e-06,2.700000000000000178e+00,4.974809295988259272e+00
9.630000000000251694e-06,2.700000000000000178e+00,4.974809340670152125e+00
9.635000000000252493e-06,2.700000000000000178e+00,4.974809385124150829e+00
9.640000000000253292e-06,2.700000000000000178e+00,4.974809429351496171e+00
9.645000000000254092e-06,2.700000000000000178e+00,4.974809473353083433e+00
9.650000000000254891e-06,2.700000000000000178e+00,4.974809517130299064e+00
9.655000000000255690e-06,2.700000000000000178e+00,4.974809560684177789e+00
9.660000000000256489e-06,2.700000000000000178e+00,4.974809604015707265e+00
9.665000000000257288e-06,2.700000000000000178e+00,4.974809647126254397e+00
9.670000000000258087e-06,2.700000000000000178e+00,4.974809690016916086e+00
9.675000000000258887e-06,2.700000000000000178e+00,4.974809732688795449e+00
9.680000000000259686e-06,2.700000000000000178e+00,4.974809775142910340e+00
9.685000000000260485e-06,2.700000000000000178e+00,4.974809817380458021e+00
9.690000000000261284e-06,2.700000000000000178e+00,4.974809859402610890e+00
9.695000000000262083e-06,2.700000000000000178e+00,4.974809901210385910e+00
9.700000000000262882e-06,2.700000000000000178e+00,4.974809942804820473e+00
9.705000000000263682e-06,2.700000000000000178e+00,4.974809984187106515e+00
9.710000000000264481e-06,2.700000000000000178e+00,4.974810025358423538e+00
9.715000000000265280e-06,2.700000000000000178e+00,4.974810066319500734e+00
9.720000000000266079e-06,2.700000000000000178e+00,4.974810107071665932e+00
9.725000000000266878e-06,2.700000000000000178e+00,4.974810147616063993e+00
9.730000000000267677e-06,2.700000000000000178e+00,4.974810187953607965e+00
9.735000000000268477e-06,2.700000000000000178e+00,4.974810228085230435e+00
9.740000000000269276e-06,2.700000000000000178e+00,4.974810268012149095e+00
9.745000000000270075e-06,2.700000000000000178e+00,4.974810307735525683e+00
9.750000000000270874e-06,2.700000000000000178e+00,4.974810347256215515e+00
9.755000000000271673e-06,2.700000000000000178e+00,4.974810386575310162e+00
9.760000000000272472e-06,2.700000000000000178e+00,4.974810425693926064e+00
9.765000000000273272e-06,2.700000000000000178e+00,4.974810464612874128e+00
9.770000000000274071e-06,2.700000000000000178e+00,4.974810503333403133e+00
9.775000000000274870e-06,2.700000000000000178e+00,4.974810541856395929e+00
9.780000000000275669e-06,2.700000000000000178e+00,4.974810580182666087e+00
9.785000000000276468e-06,2.700000000000000178e+00,4.974810618313551203e+00
9.790000000000277267e-06,2.700000000000000178e+00,4.974810656250093110e+00
9.795000000000278066e-06,2.700000000000000178e+00,4.974810693992983701e+00
9.800000000000278866e-06,2.700000000000000178e+00,4.974810731543334974e+00
9.805000000000279665e-06,2.700000000000000178e+00,4.974810768902104385e+00
9.810000000000280464e-06,2.700000000000000178e+00,4.974810806070349756e+00
9.815000000000281263e-06,2.700000000000000178e+00,4.974810843049236375e+00
9.820000000000282062e-06,2.700000000000000178e+00,4.974810879839286493e+00
9.825000000000282861e-06,2.700000000000000178e+00,4.974810916441564146e+00
9.830000000000283661e-06,2.700000000000000178e+00,4.974810952857271040e+00
9.835000000000284460e-06,2.700000000000000178e+00,4.974810989087282032e+00
9.840000000000285259e-06,2.700000000000000178e+00,4.974811025132457765e+00
9.845000000000286058e-06,2.700000000000000178e+00,4.974811060993690859e+00
9.850000000000286857e-06,2.700000000000000178e+00,4.974811096671925448e+00
9.855000000000287656e-06,2.700000000000000178e+00,4.974811132168367678e+00
9.860000000000288456e-06,2.700000000000000178e+00,4.974811167483678354e+00
9.865000000000289255e-06,2.700000000000000178e+00,4.974811202618769634e+00
9.870000000000290054e-06,2.700000000000000178e+00,4.974811237574676248e+00
9.875000000000290853e-06,2.700000000000000178e+00,4.974811272352360980e+00
9.880000000000291652e-06,2.700000000000000178e+00,4.974811306952698686e+00
9.885000000000292451e-06,2.700000000000000178e+00,4.974811341376458529e+00
9.890000000000293251e-06,2.700000000000000178e+00,4.974811375624659249e+00
9.895000000000294050e-06,2.700000000000000178e+00,4.974811409698105535e+00
9.900000000000294849e-06,2.700000000000000178e+00,4.974811443597937810e+00
9.905000000000295648e-06,2.700000000000000178e+00,4.974811477324784903e+00
9.910000000000296447e-06,2.700000000000000178e+00,4.974811510879467491e+00
9.915000000000297246e-06,2.700000000000000178e+00,4.974811544263114449e+00
9.920000000000298046e-06,2.700000000000000178e+00,4.974811577476501157e+00
9.925000000000298845e-06,2.700000000000000178e+00,4.974811610520438521e+00
9.930000000000299644e-06,2.700000000000000178e+00,4.974811643395748106e+00
9.935000000000300443e-06,2.700000000000000178e+00,4.974811676103493063e+00
9.940000000000301242e-06,2.700000000000000178e+00,4.974811708644303998e+00
9.945000000000302041e-06,2.700000000000000178e+00,4.974811741019131262e+00
9.950000000000302840e-06,2.700000000000000178e+00,4.974811773228980272e+00
9.955000000000303640e-06,2.700000000000000178e+00,4.974811805274580223e+00
9.960000000000304439e-06,2.700000000000000178e+00,4.974811837156596361e+00
9.965000000000305238e-06,2.700000000000000178e+00,4.974811868876050980e+00
9.970000000000306037e-06,2.700000000000000178e+00,4.974811900433637746e+00
9.975000000000306836e-06,2.700000000000000178e+00,4.974811931830204870e+00
9.980000000000307635e-06,2.700000000000000178e+00,4.974811963066851028e+00
9.985000000000308435e-06,2.700000000000000178e+00,4.974811994144205052e+00
9.990000000000309234e-06,2.700000000000000178e+00,4.974812025062937515e+00
9.995000000000310033e-06,2.700000000000000178e+00,4.974812055823922385e+00
1.000000000000031083e-05,2.700000000000000178e+00,4.974812086428031854e+00
1.000500000000031163e-05,2.700000000000000178e+00,4.974812116875988011e+00
1.001000000000031243e-05,2.700000000000000178e+00,4.974812147168829135e+00
1.001500000000031323e-05,2.700000000000000178e+00,4.974812177307017969e+00
1.002000000000031403e-05,2.700000000000000178e+00,4.974812207291488875e+00
1.002500000000031483e-05,2.700000000000000178e+00,4.974812237123179770e+00
1.003000000000031563e-05,2.700000000000000178e+00,4.974812266802698169e+00
1.003500000000031643e-05,2.700000000000000178e+00,4.974812296330812345e+00
1.004000000000031723e-05,2.700000000000000178e+00,4.974812325708268368e+00
1.004500000000031802e-05,2.700000000000000178e+00,4.974812354935849612e+00
1.005000000000031882e-05,2.700000000000000178e+00,4.974812384014412281e+00
1.005500000000031962e-05,2.700000000000000178e+00,4.974812412944741524e+00
1.006000000000032042e-05,2.700000000000000178e+00,4.974812441727386236e+00
1.006500000000032122e-05,2.700000000000000178e+00,4.974812470363320749e+00
1.007000000000032202e-05,2.700000000000000178e+00,4.974812498853242282e+00
1.007500000000032282e-05,2.700000000000000178e+00,4.974812527197709500e+00
1.008000000000032362e-05,2.700000000000000178e+00,4.974812555397734926e+00
1.008500000000032442e-05,2.700000000000000178e+00,4.974812583453998904e+00
1.009000000000032522e-05,2.700000000000000178e+00,4.974812611367070758e+00
1.009500000000032602e-05,2.700000000000000178e+00,4.974812639137811132e+00
1.010000000000032682e-05,2.700000000000000178e+00,4.974812666766902147e+00
1.010500000000032761e-05,2.700000000000000178e+00,4.974812694255040135e+00
1.011000000000032841e-05,2.700000000000000178e+00,4.974812721602930310e+00
1.011500000000032921e-05,2.700000000000000178e+00,4.974812748811417329e+00
1.012000000000033001e-05,2.700000000000000178e+00,4.974812775881290783e+00
1.012500000000033081e-05,2.700000000000000178e+00,4.974812802812931700e+00
1.013000000000033161e-05,2.700000000000000178e+00,4.974812829607309084e+00
1.013500000000033241e-05,2.700000000000000178e+00,4.974812856265000249e+00
1.014000000000033321e-05,2.700000000000000178e+00,4.974812882786535440e+00
1.014500000000033401e-05,2.700000000000000178e+00,4.974812909173045306e+00
1.015000000000033481e-05,2.700000000000000178e+00,4.974812935425041438e+00
1.015500000000033561e-05,2.700000000000000178e+00,4.974812961543135792e+00
1.016000000000033641e-05,2.700000000000000178e+00,4.974812987527946540e+00
1.016500000000033720e-05,2.700000000000000178e+00,4.974813013380116722e+00
1.017000000000033800e-05,2.700000000000000178e+00,4.974813039100614454e+00
1.017500000000033880e-05,2.700000000000000178e+00,4.974813064689922903e+00
1.018000000000033960e-05,2.700000000000000178e+00,4.974813090148606953e+00
1.018500000000034040e-05,2.700000000000000178e+00,4.974813115477553893e+00
1.019000000000034120e-05,2.700000000000000178e+00,4.974813140677337486e+00
1.019500000000034200e-05,2.700000000000000178e+00,4.974813165748510180e+00
1.020000000000034280e-05,2.700000000000000178e+00,4.974813190691779852e+00
1.020500000000034360e-05,2.700000000000000178e+00,4.974813215508045339e+00
1.021000000000034440e-05,2.700000000000000178e+00,4.974813240197655695e+00
1.021500000000034520e-05,2.700000000000000178e+00,4.974813264761285048e+00
1.022000000000034600e-05,2.700000000000000178e+00,4.974813289199781607e+00
1.022500000000034679e-05,2.700000000000000178e+00,4.974813313513496205e+00
1.023000000000034759e-05,2.700000000000000178e+00,4.974813337703263727e+00
1.023500000000034839e-05,2.700000000000000178e+00,4.974813361769709452e+00
1.024000000000034919e-05,2.700000000000000178e+00,4.974813385713452440e+00
1.024500000000034999e-05,2.700000000000000178e+00,4.974813409535118858e+00
1.025000000000035079e-05,2.700000000000000178e+00,4.974813433235246940e+00
1.025500000000035159e-05,2.700000000000000178e+00,4.974813456814471735e+00
1.026000000000035239e-05,2.700000000000000178e+00,4.974813480273368782e+00
1.026500000000035319e-05,2.700000000000000178e+00,4.974813503612711685e+00
1.027000000000035399e-05,2.700000000000000178e+00,4.974813526833143484e+00
1.027500000000035479e-05,2.700000000000000178e+00,4.974813549935040768e+00
1.028000000000035559e-05,2.700000000000000178e+00,4.974813572919150495e+00
1.028500000000035638e-05,2.700000000000000178e+00,4.974813595786124587e+00
1.029000000000035718e-05,2.700000000000000178e+00,4.974813618536280124e+00
1.029500000000035798e-05,2.700000000000000178e+00,4.974813641170571010e+00
1.030000000000035878e-05,2.700000000000000178e+00,4.974813663689485743e+00
1.030500000000035958e-05,2.700000000000000178e+00,4.974813686093424892e+00
1.031000000000036038e-05,2.700000000000000178e+00,4.974813708383112321e+00
1.031500000000036118e-05,2.700000000000000178e+00,4.974813730559105807e+00
1.032000000000036198e-05,2.700000000000000178e+00,4.974813752622089247e+00
1.032500000000036278e-05,2.700000000000000178e+00,4.974813774572509395e+00
1.033000000000036358e-05,2.700000000000000178e+00,4.974813796411098110e+00
1.033500000000036438e-05,2.700000000000000178e+00,4.974813818138275501e+00
1.034000000000036518e-05,2.700000000000000178e+00,4.974813839754631317e+00
1.034500000000036597e-05,2.700000000000000178e+00,4.974813861260751757e+00
1.035000000000036677e-05,2.700000000000000178e+00,4.974813882657101338e+00
1.035500000000036757e-05,2.700000000000000178e+00,4.974813903944402149e+00
1.036000000000036837e-05,2.700000000000000178e+00,4.974813925123277691e+00
1.036500000000036917e-05,2.700000000000000178e+00,4.974813946194014846e+00
1.037000000000036997e-05,2.700000000000000178e+00,4.974813967157266426e+00
1.037500000000037077e-05,2.700000000000000178e+00,4.974813988013829125e+00
1.038000000000037157e-05,2.700000000000000178e+00,4.974814008763885020e+00
1.038500000000037237e-05,2.700000000000000178e+00,4.974814029408014093e+00
1.039000000000037317e-05,2.700000000000000178e+00,4.974814049946981953e+00
1.039500000000037397e-05,2.700000000000000178e+00,4.974814070381233577e+00
1.040000000000037476e-05,2.700000000000000178e+00,4.974814090711286774e+00
1.040500000000037556e-05,2.700000000000000178e+00,4.974814110937739287e+00
1.041000000000037636e-05,2.700000000000000178e+00,4.974814131060943723e+00
1.041500000000037716e-05,2.700000000000000178e+00,4.974814151081456082e+00
1.042000000000037796e-05,2.700000000000000178e+00,4.974814170999852792e+00
1.042500000000037876e-05,2.700000000000000178e+00,4.974814190816760906e+00
1.043000000000037956e-05,2.700000000000000178e+00,4.974814210532665371e+00
1.043500000000038036e-05,2.700000000000000178e+00,4.974814230148028038e+00
1.044000000000038116e-05,2.700000000000000178e+00,4.974814249663349841e+00
