time,v(v_in),v(out),v(c1),v(c2)
1.538151068937938445e-03,2.025157685030704702e+00,2.642313477257221457e-03,4.999806584014236499e+00,3.136798228412821743e+00
1.539151068937938361e-03,2.012960080316356759e+00,-2.456608904087183905e-03,4.999932860363211162e+00,3.136795680047597124e+00
1.540151068937938277e-03,2.000781703104092202e+00,2.284603610601198577e-03,4.999788230080341123e+00,3.136806253663636301e+00
1.541151068937938193e-03,1.988623034175390103e+00,-2.124193787866135094e-03,4.999950589247307953e+00,3.136803377749343369e+00
1.542151068937938109e-03,1.976484553533684796e+00,1.975600719600062363e-03,4.999774024212813472e+00,3.136813942263694699e+00
1.543151068937938025e-03,1.964366740385400600e+00,-1.837026436480713835e-03,4.999964511949364976e+00,3.136810815415076892e+00
1.544151068937937941e-03,1.952270073121054939e+00,1.708655303028097303e-03,4.999763313977430457e+00,3.136821322982444205e+00
1.545151068937937857e-03,1.940195029296355234e+00,-1.588931757130695836e-03,4.999975243395614832e+00,3.136818015442659924e+00
1.546151068937937773e-03,1.928142085613362422e+00,1.478026903338255016e-03,4.999755539739273225e+00,3.136828423657987752e+00
1.547151068937937688e-03,1.916111717901655798e+00,-1.374578382918742936e-03,4.999983306896102597e+00,3.136824998370831619e+00
1.548151068937937604e-03,1.904104401099545818e+00,1.278759703922475186e-03,4.999750222694891555e+00,3.136835270228661710e+00
1.549151068937937520e-03,1.892120609235343753e+00,-1.189363325980076838e-03,4.999989148043172627e+00,3.136831782888428677e+00
1.550151068937937436e-03,1.880160815408632891e+00,1.106575179497719255e-03,4.999746954245483543e+00,3.136841885942148522e+00
1.551151068937937352e-03,1.868225491771595026e+00,-1.029312415659210068e-03,4.999993146212147188e+00,3.136838385375728233e+00
1.552151068937937268e-03,1.856315109510370709e+00,9.577794414222637245e-04,4.999745386123324309e+00,3.136848291990218751e+00
1.553151068937937184e-03,1.844430138826461452e+00,-8.909943391828363188e-04,4.999995623961861035e+00,3.136844820446207827e+00
1.554151068937937100e-03,1.832571048918148815e+00,8.291832841293750225e-04,4.999745222021099167e+00,3.136854507391194868e+00
1.555151068937937016e-03,1.820738307962006974e+00,-7.714464416377381662e-04,4.999996855344162938e+00,3.136851101003348408e+00
1.556151068937936931e-03,1.808932383094384644e+00,7.180331591345012320e-04,4.999746210114957456e+00,3.136860549162483913e+00
1.557151068937936847e-03,1.797153740392983590e+00,-6.681106586720590322e-04,4.999997072864068137e+00,3.136857238694146233e+00
1.558151068937936763e-03,1.785402844858443139e+00,6.219516007011648443e-04,4.999748136764397444e+00,3.136866432803975702e+00
1.559151068937936679e-03,1.773680160396001293e+00,-5.787782179350625276e-04,4.999996473461643554e+00,3.136863243856380823e+00
1.560151068937936595e-03,1.761986149797168277e+00,5.388858112847900138e-04,4.999750821187147309e+00,3.136872172145308557e+00
1.561151068937936511e-03,1.750321274721458931e+00,-5.015419103437524081e-04,4.999995223596703120e+00,3.136869126011875064e+00
1.562151068937936427e-03,1.738685995678168172e+00,4.670632720471451027e-04,4.999754110419134534e+00,3.136877779701247704e+00
1.563151068937936343e-03,1.727080772008189546e+00,-4.347548622523150991e-04,4.999993463711643216e+00,3.136874893472850534e+00
1.564151068937936259e-03,1.715506061865882392e+00,4.049534324749103184e-04,4.999757875648319860e+00,3.136883266904849421e+00
1.565151068937936174e-03,1.703962322200984092e+00,-3.769949745147692984e-04,4.999991311998500443e+00,3.136880554102360108e+00
1.566151068937936090e-03,1.692450008740570500e+00,3.512346380779513889e-04,4.999762008447933503e+00,3.136888643953592570e+00
1.567151068937936006e-03,1.680969575971064334e+00,-3.270341973704354518e-04,4.999988867706307794e+00,3.136886115041434664e+00
1.568151068937935922e-03,1.669521477120297748e+00,3.047655781413724767e-04,4.999766417937735241e+00,3.136893920158103199e+00
1.569151068937935838e-03,1.658106164139604211e+00,-2.838120285045700551e-04,4.999986213692922732e+00,3.136891582669929956e+00
1.570151068937935754e-03,1.646724087685996984e+00,2.645606556645617078e-04,4.999771028175648446e+00,3.136899103891565233e+00
1.571151068937935670e-03,1.635375697104362702e+00,-2.464126170208873440e-04,4.999983419188443357e+00,3.136896963028580565e+00
1.572151068937935586e-03,1.624061440409739099e+00,2.297686952237517634e-04,4.999775775925844989e+00,3.136904202873932679e+00
1.573151068937935501e-03,1.612781764269597851e+00,-2.140450059746315710e-04,4.999980541474071671e+00,3.136902261702589012e+00
1.574151068937935417e-03,1.601537113986242211e+00,1.996545938853606309e-04,4.999780608790286962e+00,3.136909223980767436e+00
1.575151068937935333e-03,1.590327933479211531e+00,-1.860260706531758799e-04,4.999977627992070239e+00,3.136907483785173589e+00
1.576151068937935249e-03,1.579154665267759050e+00,1.735834542699247584e-04,4.999785483611519865e+00,3.136914173594455679e+00
1.577151068937935165e-03,1.568017750453381876e+00,-1.617657990476757571e-04,4.999974717474896302e+00,3.136912634022374302e+00
1.578151068937935081e-03,1.556917628702410905e+00,1.510069155231026931e-04,4.999790365074201048e+00,3.136919057558418711e+00
1.579151068937934997e-03,1.545854738228639835e+00,-1.407545734861444654e-04,4.999971841611460022e+00,3.136917716826212565e+00
1.580151068937934913e-03,1.534829515776042097e+00,1.314513209772187477e-04,4.999795224480405587e+00,3.136923880914859186e+00
1.581151068937934829e-03,1.523842396601528204e+00,-1.225521957554683147e-04,4.999969025825172331e+00,3.136922736445316051e+00
1.582151068937934744e-03,1.512893814457746622e+00,1.145075296568547589e-04,4.999800038709441452e+00,3.136928648635296302e+00
1.583151068937934660e-03,1.501984201575977007e+00,-1.067784067163604194e-04,4.999966290495202692e+00,3.136927696690970269e+00
1.584151068937934576e-03,1.491113988649049205e+00,9.982210373384526518e-05,4.999804789502508839e+00,3.136933365026024045e+00
1.585151068937934492e-03,1.480283604814360165e+00,-9.310471407186111123e-05,4.999963651573997581e+00,3.136932601160959511e+00
1.586151068937934408e-03,1.469493477636918621e+00,8.708970646551363135e-05,4.999809462403473681e+00,3.136938034063980307e+00
1.587151068937934324e-03,1.458744033092470360e+00,-8.124731419858395609e-05,4.999961121390332330e+00,3.136937453318921154e+00
1.588151068937934240e-03,1.448035695550679902e+00,7.604654199049180375e-05,4.999814046553349378e+00,3.136942659476762429e+00
1.589151068937934156e-03,1.437368887758377678e+00,-7.096101703565856945e-05,4.999958709078914154e+00,3.136942256291332942e+00
1.590151068937934072e-03,1.426744030822870712e+00,6.646469060607782366e-05,4.999818533703571433e+00,3.136947244601435258e+00
1.591151068937933987e-03,1.416161544195318367e+00,-6.203395573090436383e-05,4.999956421372157678e+00,3.136947013109377291e+00
1.592151068937933903e-03,1.405621845654172475e+00,5.814720222886669978e-05,4.999822918030683461e+00,3.136951792548688278e+00
1.593151068937933819e-03,1.395125351288687421e+00,-5.428305360809176314e-05,4.999954262744643607e+00,3.136951726562926535e+00
1.594151068937933735e-03,1.384672475482482179e+00,5.092388882255245768e-05,4.999827195728427931e+00,3.136956306100890934e+00
1.595151068937933651e-03,1.374263630897198496e+00,-4.755010227371867263e-05,4.999952235931091060e+00,3.136956399305459442e+00
1.596151068937933567e-03,1.363899228456197266e+00,4.464766508085933085e-05,4.999831364443338977e+00,3.136960787933932959e+00
1.597151068937933483e-03,1.353579677328337727e+00,-4.169836007578965972e-05,4.999950342175877083e+00,3.136961033873645999e+00
1.598151068937933399e-03,1.343305384911837042e+00,3.919140694322945784e-05,4.999835423337617435e+00,3.136965240319555370e+00
1.599151068937933315e-03,1.333076756818158737e+00,-3.660964096807925314e-05,4.999948581547286608e+00,3.136965632540406723e+00
1.600151068937933230e-03,1.322894196856028604e+00,3.444522716039099506e-05,4.999839372520336056e+00,3.136969665657565631e+00
1.601151068937933146e-03,1.312758107015478570e+00,-3.218177368928406911e-05,4.999946953139102312e+00,3.136970197583551112e+00
1.602151068937933062e-03,1.302668887451979840e+00,3.031412752190485501e-05,4.999843213047436841e+00,3.136974065802113909e+00
1.603151068937932978e-03,1.292626936470645305e+00,-2.832643001270908811e-05,4.999945455204751532e+00,3.136974731099846370e+00
1.604151068937932894e-03,1.282632650510507899e+00,2.671597691321161858e-05,4.999846946685534199e+00,3.136978442791263699e+00
1.605151068937932810e-03,1.272686424128855798e+00,-2.496723750557530266e-05,4.999944085409468997e+00,3.136979234993221510e+00
1.606151068937932726e-03,1.262788649985684630e+00,2.357975153914121440e-05,4.999850575664977370e+00,3.136982798249635884e+00
1.607151068937932642e-03,1.252939718828166793e+00,-2.203814413453226975e-05,4.999942840983110592e+00,3.136983711161581923e+00
1.608151068937932558e-03,1.243140019475240443e+00,2.084402645030036704e-05,4.999854102794471622e+00,3.136987133812851436e+00
1.609151068937932473e-03,1.233389938802258889e+00,-1.948203031902885033e-05,4.999941718637523458e+00,3.136988161326592639e+00
1.610151068937932389e-03,1.223689861725706818e+00,1.845567540228903018e-05,4.999857531052217752e+00,3.136991451033966705e+00
1.611151068937932305e-03,1.214040171188020878e+00,-1.724947894098083199e-05,4.999940714914531625e+00,3.136992587191643977e+00
1.612151068937932221e-03,1.204441248142460452e+00,1.636873717669721129e-05,4.999860863843410996e+00,3.136995751276513200e+00
1.613151068937932137e-03,1.194893471538071461e+00,-1.529774073235110705e-05,4.999939826138202648e+00,3.136996990322227230e+00
1.614151068937932053e-03,1.185397218304725886e+00,1.454344190142628354e-05,4.999864104597732783e+00,3.137000035808597431e+00
1.615151068937931969e-03,1.175952863338241228e+00,-1.358981854321834553e-05,4.999939048457022750e+00,3.137001372076814398e+00
1.616151068937931885e-03,1.166560779485579902e+00,1.294537091096954473e-05,4.999867256874229504e+00,3.137004305767362222e+00
1.617151068937931800e-03,1.157221337530131011e+00,-1.209369305202792978e-05,4.999938377877368723e+00,3.137005733923611928e+00
1.618151068937931716e-03,1.147934906177070946e+00,1.154473587915980463e-05,4.999870324335342175e+00,3.137008562317022076e+00
1.619151068937931632e-03,1.138701852038811468e+00,-1.078164253423310236e-05,4.999937810550783901e+00,3.137010077200272029e+00
1.620151068937931548e-03,1.129522539620515076e+00,1.031573977286751170e-05,4.999873310699885387e+00,3.137012806544540844e+00
1.621151068937931464e-03,1.120397331305721167e+00,-9.629666292393043205e-06,4.999937342454603417e+00,3.137014403097768245e+00
1.622151068937931380e-03,1.111326587342026606e+00,9.236045521260336020e-06,4.999876219554205470e+00,3.137017039341446711e+00
1.623151068937931296e-03,1.102310665826876424e+00,-8.616972782837430545e-06,4.999936969651223251e+00,3.137018712803320231e+00
1.624151068937931212e-03,1.093349922693414689e+00,8.286302139513988064e-06,4.999879054510461884e+00,3.137021261556464768e+00
1.625151068937931128e-03,1.084444711696431751e+00,-7.725550181731585537e-06,4.999936688249736250e+00,3.137023007388418439e+00
1.626151068937931043e-03,1.075595384398412069e+00,7.449743310984203785e-06,4.999881819134239791e+00,3.137025474111703627e+00
1.627151068937930959e-03,1.066802290155644872e+00,-6.939788010461689232e-06,4.999936494497568162e+00,3.137027287904487149e+00
1.628151068937930875e-03,1.058065776104434974e+00,6.711833609679896510e-06,4.999884516899816944e+00,3.137029677746069112e+00
1.629151068937930791e-03,1.049386187147397509e+00,-6.246154168701741587e-06,4.999936384640569109e+00,3.137031555341319500e+00
1.630151068937930707e-03,1.040763865939845045e+00,6.059973721823716107e-06,4.999887151201725111e+00,3.137033873195085310e+00
1.631151068937930623e-03,1.032199152876248194e+00,-5.632916304308622123e-06,4.999936355022325252e+00,3.137035810576019657e+00
1.632151068937930539e-03,1.023692386076820560e+00,5.483233549819878674e-06,4.999889725233009230e+00,3.137038061136467881e+00
1.633151068937930455e-03,1.015243901374146995e+00,-5.089888325817524930e-06,4.999936402188509987e+00,3.137040054553986934e+00
1.634151068937930371e-03,1.006854032299939750e+00,4.972126764141536984e-06,4.999892242234436068e+00,3.137042242131192538e+00
1.635151068937930286e-03,9.985231100718596764e-01,-4.608237523738312925e-06,4.999936522689373497e+00,3.137044288021929361e+00
1.636151068937930202e-03,9.902514635804537946e-01,4.518421203721375351e-06,4.999894705182192922e+00,3.137046416901467794e+00
1.637151068937930118e-03,9.820394193761621260e-01,-4.180290657583900376e-06,4.999936713215642925e+00,3.137048511789635175e+00
1.638151068937930034e-03,9.738873016564286722e-01,4.114968197270823676e-06,4.999897117040995376e+00,3.137050585887522836e+00
1.639151068937929950e-03,9.657954322529023194e-01,-3.799382964254833704e-06,4.999936970660614932e+00,3.137052726594120156e+00
1.640151068937929866e-03,9.577641306187314463e-01,3.755553663259036051e-06,4.999899480649225403e+00,3.137054749638552131e+00
1.641151068937929782e-03,9.497937138159531223e-01,-3.459721951778350642e-06,4.999937291991144228e+00,3.137056933076053156e+00
1.642151068937929698e-03,9.418844965029751215e-01,3.434773668969179660e-06,4.999901798633047179e+00,3.137058908635057097e+00
1.643151068937929614e-03,9.340367909221538589e-01,-3.156269392863725528e-06,4.999937674205563454e+00,3.137061131868187136e+00
1.644151068937929529e-03,9.262509068874686946e-01,3.147931848992022414e-06,4.999904073557514650e+00,3.137063063352324654e+00
1.645151068937929445e-03,9.185271517722917167e-01,-2.884641783344266732e-06,4.999938114542292311e+00,3.137065323675550577e+00
1.646151068937929361e-03,9.108658304972452324e-01,2.890938174456094544e-06,4.999906307905805924e+00,3.137067214142690741e+00
1.647151068937929277e-03,9.032672455181771642e-01,-2.641024880189602225e-06,4.999938610280712403e+00,3.137069508951886299e+00
1.648151068937929193e-03,8.957316968142094993e-01,2.660233363266668804e-06,4.999908504024155320e+00,3.137071361434319527e+00
1.649151068937929109e-03,8.882594818759084188e-01,-2.422093850276270802e-06,4.999939158891706370e+00,3.137073688281872830e+00
1.650151068937929025e-03,8.808508956935192646e-01,2.452709152973387808e-06,4.999910664069571631e+00,3.137075505601345959e+00
1.651151068937928941e-03,8.735062307453405062e-01,-2.224947090196130909e-06,4.999939757863844036e+00,3.137077862202414025e+00
1.652151068937928857e-03,8.662257769861685386e-01,2.265659453024228902e-06,4.999912790189051215e+00,3.137079647011070893e+00
1.653151068937928772e-03,8.590098218358517279e-01,-2.047055637232013511e-06,4.999940404885578005e+00,3.137082031091623868e+00
1.654151068937928688e-03,8.518586501679434875e-01,2.096717945002356400e-06,4.999914884342958388e+00,3.137083785864146712e+00
1.655151068937928604e-03,8.447725442984586053e-01,-1.886209172595844335e-06,4.999941097660960843e+00,3.137086195487542195e+00
1.656151068937928520e-03,8.377517839747175010e-01,1.943822445976777563e-06,4.999916948486843538e+00,3.137087922612497248e+00
1.657151068937928436e-03,8.307966463643221555e-01,-1.740478708704518969e-06,4.999941834086675030e+00,3.137090355729261315e+00
1.658151068937928352e-03,8.239074060441944347e-01,1.805165753937825201e-06,4.999918984397113242e+00,3.137092057419487823e+00
1.659151068937928268e-03,8.170843349897458641e-01,-1.608173619846112255e-06,4.999942612106471174e+00,3.137094512284052783e+00
1.660151068937928184e-03,8.103277025641406617e-01,1.679164165110367629e-06,4.999920993708807160e+00,3.137096190587830957e+00
1.661151068937928100e-03,8.036377755076540286e-01,-1.487810694881405977e-06,4.999943429750612900e+00,3.137098665401780728e+00
1.662151068937928015e-03,7.970148179271527855e-01,1.564433899240628345e-06,4.999922978114109462e+00,3.137100322306129563e+00
1.663151068937927931e-03,7.904590912856621632e-01,-1.378096422028690200e-06,4.999944285157211787e+00,3.137102815520314447e+00
1.664151068937927847e-03,7.839708543920445027e-01,1.459759983769890673e-06,4.999924939086104025e+00,3.137104452895513429e+00
1.665151068937927763e-03,7.775503633907832057e-01,-1.277890843449158918e-06,4.999945176538192371e+00,3.137106962886434758e+00
1.666151068937927679e-03,7.711978717518688242e-01,1.364074417874632080e-06,4.999926878051208945e+00,3.137108582456934247e+00
1.667151068937927595e-03,7.649136302607943971e-01,-1.186191488369259150e-06,4.999946102226780376e+00,3.137111107847106339e+00
1.668151068937927511e-03,7.586978870086533711e-01,1.276437585024398402e-06,4.999928796391522212e+00,3.137112711187833636e+00
1.669151068937927427e-03,7.525508873823467670e-01,-1.102118427521557609e-06,4.999947060599047255e+00,3.137115250671676403e+00
1.670151068937927342e-03,7.464728740548938202e-01,1.196022879597028155e-06,4.999930695362342803e+00,3.137116839336043572e+00
1.671151068937927258e-03,7.404640869758556398e-01,-1.024894033277948336e-06,4.999948050139760625e+00,3.137119391603713225e+00
1.672151068937927174e-03,7.345247633618539052e-01,1.122099111731763490e-06,4.999932576146850494e+00,3.137120966985605275e+00
1.673151068937927090e-03,7.286551376872152375e-01,-9.538349702048109665e-07,4.999949069287766612e+00,3.137123530852382380e+00
1.674151068937927006e-03,7.228554416747141609e-01,1.054028088608558678e-06,4.999934439913089612e+00,3.137125094308608197e+00
1.675151068937926922e-03,7.171259042864184252e-01,-8.883362753167209842e-07,4.999950116755825569e+00,3.137127668663682645e+00
1.676151068937926838e-03,7.114667517146502362e-01,9.912358177837326340e-07,4.999936287701561177e+00,3.137129221462704454e+00
1.677151068937926754e-03,7.058782073730649476e-01,-8.278610947238520700e-07,4.999951191148823249e+00,3.137131805259213202e+00
1.678151068937926670e-03,7.003604918878241214e-01,9.332208165288042936e-07,4.999938120547209763e+00,3.137133348607777261e+00
1.679151068937926585e-03,6.949138230888871615e-01,-7.719376377111488714e-07,4.999952291185671527e+00,3.137135940806701218e+00
1.680151068937926501e-03,6.895384160014119690e-01,8.795346600175427453e-07,4.999939939304057113e+00,3.137137475702487688e+00
1.681151068937926417e-03,6.842344828372677323e-01,-7.201401418542339155e-07,4.999953415665431500e+00,3.137140075493072722e+00
1.682151068937926333e-03,6.790022329866496342e-01,8.297797324849326523e-07,4.999941744928616316e+00,3.137141603013667623e+00
1.683151068937926249e-03,6.738418730098270082e-01,-6.720952717104110735e-07,4.999954563456526557e+00,3.137144209405835493e+00
1.684151068937926165e-03,6.687536066289745396e-01,7.836003046321775807e-07,4.999943538198277970e+00,3.137145730517670650e+00
1.685151068937926081e-03,6.637376347201360272e-01,-6.274671985722407882e-07,4.999955733426588722e+00,3.137148342778441457e+00
1.686151068937925997e-03,6.587941553052956145e-01,7.406830288327447834e-07,4.999945319947566524e+00,3.137149858360566590e+00
1.687151068937925913e-03,6.539233635445529380e-01,-5.859601090666879750e-07,4.999956924546215653e+00,3.137152475715067279e+00
1.688151068937925828e-03,6.491254517284277270e-01,7.007441775224543405e-07,4.999947090842499442e+00,3.137153986586082244e+00
1.689151068937925744e-03,6.444006092702636579e-01,-5.473051693182752179e-07,4.999958135778680202e+00,3.137156608309872752e+00
1.690151068937925660e-03,6.397490226987505579e-01,6.635329534647523451e-07,4.999948851613291723e+00,3.137158115294074179e+00
1.691151068937925576e-03,6.351708756505614062e-01,-5.112654303407083528e-07,4.999959366181511378e+00,3.137160740742280129e+00
1.692151068937925492e-03,6.306663488631025771e-01,6.288210761684730806e-07,4.999950602826930712e+00,3.137162244471724648e+00
1.693151068937925408e-03,6.262356201673786593e-01,-4.776228319666485152e-07,4.999960614838412809e+00,3.137164873019593347e+00
1.694151068937925324e-03,6.218788644809720711e-01,5.964061165603031602e-07,4.999952345161958078e+00,3.137166374264066970e+00
1.695151068937925240e-03,6.175962538011374736e-01,-4.461886722179726535e-07,4.999961880850971596e+00,3.137169005286987389e+00
1.696151068937925156e-03,6.133879571980123124e-01,5.661049686904368731e-07,4.999954079088218428e+00,3.137170504616319189e+00
1.697151068937925071e-03,6.092541408079383825e-01,-4.167859885690818055e-07,4.999963163379863573e+00,3.137173137580330007e+00
1.698151068937924987e-03,6.051949678269101796e-01,5.377533237375335487e-07,4.999955805196928615e+00,3.137174635662387523e+00
1.699151068937924903e-03,6.012105985041249490e-01,-3.892590413571252850e-07,4.999964461672358418e+00,3.137177270002406093e+00
1.700151068937924819e-03,5.973011901356637399e-01,5.111977480540590804e-07,4.999957523886703115e+00,3.137178767327936324e+00
1.701151068937924735e-03,5.934668970582750447e-01,-3.634637698958803982e-07,4.999965774871832025e+00,3.137181402629824589e+00
1.702151068937924651e-03,5.897078706432816730e-01,4.863085767783633388e-07,4.999959235700093707e+00,3.137182899664806346e+00
1.703151068937924567e-03,5.860242592906110826e-01,-3.392744531836672361e-07,4.999967102334709423e+00,3.137185535471055164e+00
1.704151068937924483e-03,5.824162084229325131e-01,4.629580414798536924e-07,4.999960940961500455e+00,3.137187032703989686e+00
1.705151068937924399e-03,5.788838604799160237e-01,-3.165687304552260327e-07,4.999968443336920032e+00,3.137189668622985650e+00
1.706151068937924314e-03,5.754273549126098786e-01,4.410331687053295000e-07,4.999962640078599918e+00,3.137191166490506333e+00
1.707151068937924230e-03,5.720468281779367281e-01,-2.952431986149637032e-07,4.999969797119148573e+00,3.137193802069414783e+00
1.708151068937924146e-03,5.687424137333005891e-01,4.204383362629609786e-07,4.999964333445345410e+00,3.137195300972032364e+00
1.709151068937924062e-03,5.655142420313283846e-01,-2.752012748026537066e-07,4.999971163149503184e+00,3.137197935852435560e+00
1.710151068937923978e-03,5.623624405147107375e-01,4.010759848448134355e-07,4.999966021367782787e+00,3.137199436154010979e+00
1.711151068937923894e-03,5.592871336111755465e-01,-2.563541115913342140e-07,4.999972540709642033e+00,3.137202070023276779e+00
1.712151068937923810e-03,5.562884427285716971e-01,3.828642538246008655e-07,4.999967704142628477e+00,3.137203572092388537e+00
1.713151068937923726e-03,5.533664862500815573e-01,-2.386182358715064870e-07,4.999973929303370035e+00,3.137206204580402780e+00
1.714151068937923642e-03,5.505213795295440526e-01,3.657196615327205765e-07,4.999969382021654418e+00,3.137207708691002850e+00
1.715151068937923557e-03,5.477532348869005308e-01,-2.219189739542584492e-07,4.999975328250521933e+00,3.137210339531388836e+00
1.716151068937923473e-03,5.450621616037616413e-01,3.495765840380613003e-07,4.999971055320235003e+00,3.137211845978089997e+00
1.717151068937923389e-03,5.424482659190930089e-01,-2.061893729687583783e-07,4.999976737103071223e+00,3.137214474924024721e+00
1.718151068937923305e-03,5.399116510250205891e-01,3.343649950800999867e-07,4.999972724229980514e+00,3.137215983942551745e+00
1.719151068937923221e-03,5.374524170627565933e-01,-1.913652464653285203e-07,4.999978155255791812e+00,3.137218610650892803e+00
1.720151068937923137e-03,5.350706611186475392e-01,3.200270120221601303e-07,4.999974388980891860e+00,3.137220122532376809e+00
1.721151068937923053e-03,5.327664772203393184e-01,-1.773900533471189550e-07,4.999979582210112738e+00,3.137222746834118059e+00
1.722151068937922969e-03,5.305399563330677193e-01,3.065064385866992296e-07,4.999976049744236484e+00,3.137224261789131941e+00
1.723151068937922884e-03,5.283911863560639688e-01,-1.642077610096281345e-07,4.999981017512931558e+00,3.137226883389944376e+00
1.724151068937922800e-03,5.263202521190875061e-01,2.937496185100677665e-07,4.999977706713809589e+00,3.137228401603381123e+00
1.725151068937922716e-03,5.243272353790759954e-01,-1.517697494493838849e-07,4.999982460649177618e+00,3.137231020379462887e+00
1.726151068937922632e-03,5.224122148169185742e-01,2.817096620075069262e-07,4.999979360012353879e+00,3.137232542018338677e+00
1.727151068937922548e-03,5.205752660343481164e-01,-1.400282620118315538e-07,4.999983911192017239e+00,3.137235157685720033e+00
1.728151068937922464e-03,5.188164615509560651e-01,2.703432040580886193e-07,4.999981009863996739e+00,3.137236682935951926e+00
1.729151068937922380e-03,5.171358708013322758e-01,-1.289441418480400182e-07,4.999985368699175758e+00,3.137239295380962467e+00
1.730151068937922296e-03,5.155335601323220995e-01,2.596081105706047571e-07,4.999982656310460349e+00,3.137240824362885760e+00
1.731151068937922212e-03,5.140095928004071446e-01,-1.184737819833730304e-07,4.999986832758952282e+00,3.137243433340024090e+00
1.732151068937922127e-03,5.125640289692086071e-01,2.494635910132437985e-07,4.999984299462073345e+00,3.137244966237764388e+00
1.733151068937922043e-03,5.111969257071098394e-01,-1.085811222947267457e-07,4.999988302898511705e+00,3.137247571698089210e+00
1.734151068937921959e-03,5.099083369850085923e-01,2.398800740554012537e-07,4.999985939509965505e+00,3.137249108590444369e+00
1.735151068937921875e-03,5.086983136741800582e-01,-9.923609596256411514e-08,4.999989778788759942e+00,3.137251710264751470e+00
1.736151068937921791e-03,5.075669035442733623e-01,2.308196150803517734e-07,4.999987576404891776e+00,3.137253251241915564e+00
1.737151068937921707e-03,5.065141512614228514e-01,-9.039964702890415773e-08,4.999991260035896445e+00,3.137255849110508699e+00
1.738151068937921623e-03,5.055400983864859477e-01,2.222527208897305167e-07,4.999989210355891167e+00,3.137257394329764359e+00
1.739151068937921539e-03,5.046447833734022392e-01,-8.204969644287061321e-08,4.999992746209763972e+00,3.137259988154574408e+00
1.740151068937921455e-03,5.038282415676755832e-01,2.141524621695131891e-07,4.999990841300717470e+00,3.137261537609285167e+00
1.741151068937921370e-03,5.030905052049783333e-01,-7.415260918051918537e-08,4.999994237017309828e+00,3.137264127384656209e+00
1.742151068937921286e-03,5.024316034098788020e-01,2.064883687303412951e-07,4.999992469343243151e+00,3.137265681233667447e+00
1.743151068937921202e-03,5.018515621946917360e-01,-6.668274653390226463e-08,4.999995732101803370e+00,3.137268266748430623e+00
1.744151068937921118e-03,5.013504044584511377e-01,1.992356561708662069e-07,4.999994094518639187e+00,3.137269824972771737e+00
1.745151068937921034e-03,5.009281499860060993e-01,-5.961756999718925364e-08,4.999997231075256288e+00,3.137272406219182574e+00
1.746151068937920950e-03,5.005848154472405387e-01,1.923744209264515645e-07,4.999995716878903984e+00,3.137273968932366763e+00
1.747151068937920866e-03,5.003204143964137263e-01,-5.293474581073000052e-08,4.999998733676387808e+00,3.137276545815072204e+00
1.748151068937920782e-03,5.001349572716267122e-01,1.858786042422352358e-07,4.999997336395688663e+00,3.137278113034167148e+00
1.749151068937920698e-03,5.000284513944093234e-01,-4.661139843498503579e-08,5.000000239516483980e+00,3.137280685406812708e+00
1.750151068937920613e-03,5.000009009694308393e-01,1.797297520717968774e-07,4.999998953094641152e+00,3.137282257166605248e+00
1.751151068937920529e-03,5.000523070843352347e-01,-4.062739342772448696e-08,5.000001748338388730e+00,3.137284824963282315e+00
1.752151068937920445e-03,5.001826677096969931e-01,1.739058369441209849e-07,5.000000566958302528e+00,3.137286401281990322e+00
1.753151068937920361e-03,5.003919776991017088e-01,-3.496315767009964344e-08,5.000003259802574540e+00,3.137288964522011447e+00
1.754151068937920277e-03,5.006802287893494796e-01,1.683911347103685208e-07,5.000002178024709032e+00,3.137290545441457024e+00
1.755151068937920193e-03,5.010474096007810907e-01,-2.960368091139552545e-08,5.000004773623238030e+00,3.137293103972427666e+00
1.756151068937920109e-03,5.014935056377263223e-01,1.631669018825985962e-07,5.000003786203469858e+00,3.137294689480503607e+00
1.757151068937920025e-03,5.020184992890779352e-01,-2.452918895228622860e-08,5.000006289500413814e+00,3.137297243327619167e+00
1.758151068937919941e-03,5.026223698289851161e-01,1.582185401304095047e-07,5.000005391550198297e+00,3.137298833425504530e+00
1.759151068937919856e-03,5.033050934176732660e-01,-1.972623419327022989e-08,5.000007807192321962e+00,3.137301382484744217e+00
1.760151068937919772e-03,5.040666431023841376e-01,1.535303950047033118e-07,5.000006994029308593e+00,3.137302977249914360e+00
1.761151068937919688e-03,5.049069888184396504e-01,-1.518008020946949420e-08,5.000009326410988386e+00,3.137305521455483248e+00
1.762151068937919604e-03,5.058260973904304958e-01,1.490854852478105799e-07,5.000008593516383826e+00,3.137307120830585383e+00
1.763151068937919520e-03,5.068239325335233136e-01,-1.087338715445563251e-08,5.000010846857593449e+00,3.137309660205418904e+00
1.764151068937919436e-03,5.079004548548957665e-01,1.448732442410352835e-07,5.000010190069280824e+00,3.137311264165655089e+00
1.765151068937919352e-03,5.090556218552899637e-01,-6.797230205411427323e-09,5.000012368298189180e+00,3.137313798641045537e+00
1.766151068937919268e-03,5.102893879306904523e-01,1.408812384342405121e-07,5.000011783614442429e+00,3.137315407224798403e+00
1.767151068937919184e-03,5.116017043741249992e-01,-2.938207825454584612e-09,5.000013890484854784e+00,3.137317936806045982e+00
1.768151068937919099e-03,5.129925193775877190e-01,1.370957776320181175e-07,5.000013374073671635e+00,3.137319549943542452e+00
