time,v(v_in),v(out),v(c1),v(c2)
7.758843431786590066e-04,5.263922579999729123e-01,1.684538510454379671e-07,5.000019095160913807e+00,3.137335541636193437e+00
7.768843431786590309e-04,5.284659499797028648e-01,-2.997441261209276192e-08,5.000021688846263856e+00,3.137338093405371175e+00
7.778843431786590552e-04,5.306174747479208698e-01,1.632400274229624512e-07,5.000020690395583500e+00,3.137339682174313804e+00
7.788843431786590795e-04,5.328467473661122611e-01,-2.494451600958870472e-08,5.000023190322364641e+00,3.137342229271502525e+00
7.798843431786591038e-04,5.351536798264122652e-01,1.582935170768354135e-07,5.000022281089044895e+00,3.137343822235343360e+00
7.808843431786591282e-04,5.375381810550767803e-01,-2.018107402693930481e-08,5.000024691878656391e+00,3.137346364596638182e+00
7.818843431786591525e-04,5.400001569160801651e-01,1.536037987358220860e-07,5.000023867195952931e+00,3.137347961777716243e+00
7.828843431786591768e-04,5.425395102148313775e-01,-1.566776609557584596e-08,5.000026193348259262e+00,3.137350499417640215e+00
7.838843431786592011e-04,5.451561407020100170e-01,1.491536787710263085e-07,5.000025448722247745e+00,3.137352100867397908e+00
7.848843431786592254e-04,5.478499450775251578e-01,-1.139408945145919181e-08,5.000027694372204401e+00,3.137354633667975179e+00
7.858843431786592497e-04,5.506208169945923103e-01,1.449327450469572761e-07,5.000027025563488436e+00,3.137356239406548397e+00
7.868843431786592740e-04,5.534686470639322842e-01,-7.344694761128276739e-09,5.000029194743418337e+00,3.137358767433758189e+00
7.878843431786592983e-04,5.563933228580912882e-01,1.409264230708928989e-07,5.000028597701427380e+00,3.137360377383103138e+00
7.888843431786593226e-04,5.593947289158756053e-01,-3.508455802898879278e-09,5.000030694180933821e+00,3.137362900601760707e+00
7.898843431786593469e-04,5.624727467469141651e-01,1.371249913650341152e-07,5.000030165096150725e+00,3.137364514820210726e+00
7.908843431786593712e-04,5.656272548363332486e-01,1.249710545303598360e-10,5.000032192448728097e+00,3.137367033178262599e+00
7.918843431786593955e-04,5.688581286495544287e-01,1.335178297137651045e-07,5.000031727701042428e+00,3.137368651747785009e+00
7.928843431786594198e-04,5.721652406372124133e-01,3.565900387727207675e-09,5.000033689309098861e+00,3.137371165304659648e+00
7.938843431786594441e-04,5.755484602401874650e-01,1.300934866102851888e-07,5.000033285423181262e+00,3.137372788109069166e+00
7.948843431786594685e-04,5.790076538947641627e-01,6.825921605187272816e-09,5.000035184519230569e+00,3.137375296859906459e+00
7.958843431786594928e-04,5.825426850378991883e-01,1.268416760475036536e-07,5.000034838200842380e+00,3.137376923986455068e+00
7.968843431786595171e-04,5.861534141126159003e-01,9.913237712235409612e-09,5.000036677803556984e+00,3.137379427924178454e+00
7.978843431786595414e-04,5.898396985735134823e-01,1.237550618512608014e-07,5.000036385956748930e+00,3.137381059370138114e+00
7.988843431786595657e-04,5.936013928923924432e-01,1.283713955790715188e-08,5.000038168964773710e+00,3.137383558436029674e+00
7.998843431786595900e-04,5.974383485640035740e-01,1.208235512027466364e-07,5.000037928613940252e+00,3.137385194222858331e+00
8.008843431786596143e-04,6.013504141119059287e-01,1.560653245785755018e-08,5.000039657764607348e+00,3.137387688557616183e+00
8.018843431786596386e-04,6.053374350944495941e-01,1.180400545832921008e-07,5.000039466122085940e+00,3.137389328616165596e+00
8.028843431786596629e-04,6.093992541108745886e-01,1.822879511077786875e-08,5.000041144008732452e+00,3.137391818244388286e+00
8.038843431786596872e-04,6.135357108075196741e-01,1.153956920978527972e-07,5.000040998387213165e+00,3.137393462603931926e+00
8.048843431786597115e-04,6.177466418841583984e-01,2.071185887082322565e-08,5.000042627458826772e+00,3.137395947575797095e+00
8.058843431786597358e-04,6.220318811004414972e-01,1.128831046852668985e-07,5.000042525307028640e+00,3.137397596292011759e+00
8.068843431786597601e-04,6.263912592824618653e-01,2.306131056392948931e-08,5.000044107840566632e+00,3.137400076546001948e+00
8.078843431786597844e-04,6.308246043294341021e-01,1.104970758622457061e-07,5.000044046763493455e+00,3.137401729587951493e+00
8.088843431786598087e-04,6.353317412204859682e-01,2.528729280946652368e-08,5.000045585031209328e+00,3.137404205301258298e+00
8.098843431786598331e-04,6.399124920215717438e-01,1.082284556009705023e-07,5.000045562730056403e+00,3.137405862648664279e+00
8.108843431786598574e-04,6.445666758924926132e-01,2.739296002886372930e-08,5.000047058759408358e+00,3.137408333784709402e+00
8.118843431786598817e-04,6.492941090940376192e-01,1.060723102089011795e-07,5.000047073036861356e+00,3.137409995545671126e+00
8.128843431786599060e-04,6.540946049952403030e-01,2.938784411013938121e-08,5.000048528860213892e+00,3.137412462152585846e+00
8.138843431786599303e-04,6.589679740807414809e-01,1.040227585750570340e-07,5.000048577678741779e+00,3.137414128298696703e+00
8.148843431786599546e-04,6.639140239582737024e-01,3.127336519075750947e-08,5.000049995105515954e+00,3.137416590505527125e+00
8.158843431786599789e-04,6.689325593662578395e-01,1.020745188689464483e-07,5.000050076474557237e+00,3.137418261068575909e+00
8.168843431786600032e-04,6.740233821815078130e-01,3.305771179769207484e-08,5.000051457291079693e+00,3.137420718897192096e+00
8.178843431786600275e-04,6.791862914270572205e-01,1.002211897596904487e-07,5.000051569327287559e+00,3.137422393869761184e+00
8.188843431786600518e-04,6.844210832800887712e-01,3.474751779597287087e-08,5.000052915254092234e+00,3.137424847454438837e+00
8.198843431786600761e-04,6.897275510799825149e-01,9.845715195768452518e-08,5.000053056172813370e+00,3.137426526911375024e+00
8.208843431786601004e-04,6.951054853364775354e-01,3.634385596395637721e-08,5.000054368722032017e+00,3.137428976320281393e+00
8.218843431786601247e-04,7.005546737379362288e-01,9.678059664542768588e-08,5.000054536849328990e+00,3.137430660274758143e+00
8.228843431786601490e-04,7.060749011597324820e-01,3.785403205741079430e-08,5.000055817570300043e+00,3.137433105564579439e+00
8.238843431786601734e-04,7.116659496727393286e-01,9.518453016603009517e-08,5.000056011286447166e+00,3.137434794052094578e+00
8.248843431786601977e-04,7.173275985519347309e-01,3.928071445802453069e-08,5.000057261560390209e+00,3.137437235369768374e+00
8.258843431786602220e-04,7.230596242851146105e-01,9.366666600688312901e-08,5.000057479355001000e+00,3.137438928424838736e+00
8.268843431786602463e-04,7.288618005817182333e-01,4.062998817267556422e-08,5.000058700568441594e+00,3.137441365846092900e+00
8.278843431786602706e-04,7.347338983817615077e-01,9.221947584311626954e-08,5.000058940937102570e+00,3.137443063556370149e+00
8.288843431786602949e-04,7.406756858648768649e-01,4.190554118798332638e-08,5.000060134347953600e+00,3.137445497246728721e+00
8.298843431786603192e-04,7.466869284594686018e-01,9.084201398808299909e-08,5.000060395933028090e+00,3.137447199601071102e+00
8.308843431786603435e-04,7.527673888519710310e-01,4.310860928221814001e-08,5.000061562701565876e+00,3.137449629625419956e+00
8.318843431786603678e-04,7.589168269962200952e-01,8.953021455207188533e-08,5.000061844163496971e+00,3.137451336747203889e+00
8.328843431786603921e-04,7.651350001229291209e-01,4.424687416751700316e-08,5.000062985494627021e+00,3.137453763275102947e+00
8.338843431786604164e-04,7.714216627492671563e-01,8.828029439560169697e-08,5.000063285611105357e+00,3.137455475185316978e+00
8.348843431786604407e-04,7.777765666885603224e-01,4.531964970089334911e-08,5.000064402529651453e+00,3.137457898380557886e+00
8.358843431786604650e-04,7.841994610600808713e-01,8.708924489181460462e-08,5.000064720084841596e+00,3.137459615227261800e+00
8.368843431786604893e-04,7.906900922989577030e-01,4.633130975247547867e-08,5.000065813593943531e+00,3.137462035139467087e+00
8.378843431786605137e-04,7.972482041661852481e-01,8.595344314429252022e-08,5.000066147432548291e+00,3.137463756918767555e+00
8.388843431786605380e-04,8.038735377587320485e-01,4.728773078678650427e-08,5.000067218550805492e+00,3.137466173817383464e+00
8.398843431786605623e-04,8.105658315197756814e-01,8.487009211707222983e-08,5.000067567620561704e+00,3.137467900692773259e+00
8.408843431786605866e-04,8.173248212490151765e-01,4.818760631927107787e-08,5.000068617197812593e+00,3.137470314741135802e+00
8.418843431786606109e-04,8.241502401131104438e-01,8.383677700223449603e-08,5.000068980443690414e+00,3.137472046788825075e+00
8.428843431786606352e-04,8.310418186562136267e-01,4.903731729321548566e-08,5.000070009391319736e+00,3.137474458096398688e+00
8.438843431786606595e-04,8.379992848105999315e-01,8.284932734152775863e-08,5.000070385820443164e+00,3.137476195397303158e+00
8.448843431786606838e-04,8.450223639074221360e-01,4.983729478823730593e-08,5.000071394917425138e+00,3.137478604240127478e+00
8.458843431786607081e-04,8.521107786875405932e-01,8.190753955922941915e-08,5.000071783613385890e+00,3.137480346932302044e+00
8.468843431786607324e-04,8.592642493124780234e-01,5.058892147898571843e-08,5.000072773599622877e+00,3.137482753466579677e+00
8.478843431786607567e-04,8.664824933754651237e-01,8.100918723004275096e-08,5.000073173682233474e+00,3.137484501695697148e+00
8.488843431786607810e-04,8.737652259125818777e-01,5.129595394706826603e-08,5.000074145293058159e+00,3.137486906162523681e+00
8.498843431786608053e-04,8.811121594140205460e-01,8.015001851048237747e-08,5.000074555889684191e+00,3.137488660105065108e+00
8.508843431786608296e-04,8.885230038354245963e-01,5.196247499715870894e-08,5.000075509845540722e+00,3.137491062654405027e+00
8.518843431786608539e-04,8.959974666093477591e-01,7.932720582102377694e-08,5.000075930130780222e+00,3.137492822436787065e+00
8.528843431786608783e-04,9.035352526567967946e-01,5.258795112777527254e-08,5.000076867030454508e+00,3.137495223426590041e+00
8.538843431786609026e-04,9.111360643988843933e-01,7.854121442459690093e-08,5.000077296244097802e+00,3.137496989211580267e+00
8.548843431786609269e-04,9.187996017685797767e-01,5.317464363296510972e-08,5.000078216694608280e+00,3.137499388853072002e+00
8.558843431786609512e-04,9.265255622225476717e-01,7.778968820257685318e-08,5.000078654108900622e+00,3.137501160785063803e+00
8.568843431786609755e-04,9.343136407531003051e-01,5.372454283252310668e-08,5.000079558678426572e+00,3.137503559310075296e+00
8.578843431786609998e-04,9.421635299002313335e-01,7.707065199645896285e-08,5.000080003597284772e+00,3.137505337731855803e+00
8.588843431786610241e-04,9.500749197637576859e-01,5.424072192520813541e-08,5.000080892854946057e+00,3.137507735457296221e+00
8.598843431786610484e-04,9.580474980155559983e-01,7.638056159671112332e-08,5.000081344580427967e+00,3.137509520383545247e+00
8.608843431786610727e-04,9.660809499118860888e-01,5.472267753639008505e-08,5.000082218976491077e+00,3.137511917645777970e+00
8.618843431786610970e-04,9.741749583058245676e-01,7.572116368898685888e-08,5.000082676905063472e+00,3.137513709468010337e+00
8.628843431786611213e-04,9.823292036597781607e-01,5.517339673894593916e-08,5.000083536946763552e+00,3.137516106491108125e+00
8.638843431786611456e-04,9.905433640581016164e-01,7.508747136760962952e-08,5.000084000429366071e+00,3.137517905457411604e+00
8.648843431786611699e-04,9.988171152198093150e-01,5.559552281905596864e-08,5.000084846577433240e+00,3.137520302641656933e+00
8.658843431786611942e-04,1.007150130511370367e+00,7.447753609137091104e-08,5.000085314995175167e+00,3.137522108931581233e+00
8.668843431786612186e-04,1.015542080959611404e+00,5.599031168331453837e-08,5.000086147674353221e+00,3.137524506649347789e+00
8.678843431786612429e-04,1.023992635264697082e+00,7.389412784950956299e-08,5.000086620545602933e+00,3.137526320638862387e+00
8.688843431786612672e-04,1.032501459813212064e+00,5.635472535734435304e-08,5.000087440092133129e+00,3.137528719237625996e+00
8.698843431786612915e-04,1.041068218691334701e+00,7.333463004106245899e-08,5.000087916860305626e+00,3.137530541160110431e+00
8.708843431786613158e-04,1.049692573698092213e+00,5.669584222241901617e-08,5.000088723729176010e+00,3.137532941103078787e+00
8.718843431786613401e-04,1.058374184358714665e+00,7.279515973663598548e-08,5.000089203877908339e+00,3.137534771320859228e+00
8.728843431786613644e-04,1.067112707938081106e+00,5.701034125816656829e-08,5.000089998333216990e+00,3.137537172970316313e+00
8.738843431786613887e-04,1.075907799454240976e+00,7.227774845418692073e-08,5.000090481385710106e+00,3.137539011841498748e+00
8.748843431786614130e-04,1.084759111692043199e+00,5.730331094664228135e-08,5.000091263828270627e+00,3.137541415692497004e+00
8.758843431786614373e-04,1.093666295216835227e+00,7.177663361173612830e-08,5.000091749261536656e+00,3.137543263625621304e+00
8.768843431786614616e-04,1.102628998388262005e+00,5.757463786358795919e-08,5.000092519969451033e+00,3.137545670136394182e+00
8.778843431786614859e-04,1.111646867374151082e+00,7.129526897285896056e-08,5.000093007386137600e+00,3.137547527501999944e+00
8.788843431786615102e-04,1.120719546164473668e+00,5.782325633577850791e-08,5.000093766627748515e+00,3.137549937150491353e+00
8.798843431786615345e-04,1.129846676585408716e+00,7.083316408026585692e-08,5.000094255633236173e+00,3.137551804451844895e+00
8.808843431786615588e-04,1.139027898313473619e+00,5.804992756455813351e-08,5.000095003656049641e+00,3.137554217811536095e+00
8.818843431786615832e-04,1.148262848889754606e+00,7.038627012248340515e-08,5.000095493787281242e+00,3.137556095491452979e+00
8.828843431786616075e-04,1.157551163734217736e+00,5.826052174449875291e-08,5.000096230914239825e+00,3.137558513108085201e+00
8.838843431786616318e-04,1.166892476160094949e+00,6.995287907621075935e-08,5.000096721776230879e+00,3.137560401677164990e+00
8.848843431786616561e-04,1.176286417388368921e+00,5.845175434607802223e-08,5.000097448185647053e+00,3.137562824181502563e+00
8.858843431786616804e-04,1.185732616562323649e+00,6.953639643206274681e-08,5.000097939452812668e+00,3.137564724188911303e+00
8.868843431786617047e-04,1.195230700762188958e+00,5.862507991544687782e-08,5.000098655390119440e+00,3.137567152200577247e+00
8.878843431786617290e-04,1.204780295019866720e+00,6.913246442364975121e-08,5.000099146666847183e+00,3.137569064213884928e+00
8.888843431786617533e-04,1.214381022333724358e+00,5.878130493713914059e-08,5.000099852303186765e+00,3.137571498449587715e+00
8.898843431786617776e-04,1.224032503683490702e+00,6.874134554849545778e-08,5.000100343236867140e+00,3.137573423133038109e+00
8.908843431786618019e-04,1.233734358045202484e+00,5.892148203192188927e-08,5.000101038757872374e+00,3.137575864271076487e+00
8.918843431786618262e-04,1.243486202406264729e+00,6.836310158158905803e-08,5.000101529037338288e+00,3.137577802260506754e+00
8.928843431786618505e-04,1.253287651780561118e+00,5.904838771665998655e-08,5.000102214682705437e+00,3.137580251135380749e+00
8.938843431786618748e-04,1.263138319223650274e+00,6.799451292005962579e-08,5.000102703969267814e+00,3.137582203152473159e+00
8.948843431786618991e-04,1.273037815848052867e+00,5.915907325876240519e-08,5.000103379828102490e+00,3.137584660536028913e+00
8.958843431786619235e-04,1.282985750838587347e+00,6.763872881856913995e-08,5.000103867845465011e+00,3.137586627380298587e+00
8.968843431786619478e-04,1.292981731467816475e+00,5.925621252432674779e-08,5.000104534109508947e+00,3.137589094152709368e+00
8.978843431786619721e-04,1.303025363111542267e+00,6.729221701971172492e-08,5.000105020546849133e+00,3.137591076652232580e+00
8.988843431786619964e-04,1.313116249264382196e+00,5.933865258199454580e-08,5.000105677296948770e+00,3.137593553808351032e+00
8.998843431786620207e-04,1.323253991555433551e+00,6.695586480726417182e-08,5.000106161870401245e+00,3.137595552804108845e+00
9.008843431786620450e-04,1.333438189763983317e+00,5.941097032593461083e-08,5.000106809315799872e+00,3.137598041271500104e+00
9.018843431786620693e-04,1.343668441835327743e+00,6.662710976186508472e-08,5.000107291753031369e+00,3.137600057757165217e+00
9.028843431786620936e-04,1.353944343896632985e+00,5.946988690606578276e-08,5.000107929953625074e+00,3.137602558683842968e+00
9.038843431786621179e-04,1.364265490272878356e+00,6.630759835245538382e-08,5.000108409998082593e+00,3.137604593643368300e+00
9.048843431786621422e-04,1.374631473502881507e+00,5.951709479236548024e-08,5.000109039069794648e+00,3.137607108108012799e+00
9.058843431786621665e-04,1.385041884355368458e+00,6.599571186475037645e-08,5.000109516459856351e+00,3.137609162718486555e+00
9.068843431786621908e-04,1.395496311845146886e+00,5.955416744655786958e-08,5.000110136522967430e+00,3.137611691912198353e+00
9.078843431786622151e-04,1.405994343249321821e+00,6.569111251870451261e-08,5.000110611028039109e+00,3.137613767361211004e+00
9.088843431786622394e-04,1.416535564123587720e+00,5.957944674249861630e-08,5.000111222135390499e+00,3.137616312694869958e+00
9.098843431786622638e-04,1.427119558318593606e+00,6.539483797000220136e-08,5.000111693541792413e+00,3.137618410190076812e+00
9.108843431786622881e-04,1.437745907996370143e+00,5.959469533862665033e-08,5.000112295797306317e+00,3.137620972986373324e+00
9.118843431786623124e-04,1.448414193646828441e+00,6.510224821541630331e-08,5.000112763804370530e+00,3.137623093934078788e+00
9.128843431786623367e-04,1.459123994104319921e+00,5.960115634872702017e-08,5.000113357262825353e+00,3.137625675751682497e+00
9.138843431786623610e-04,1.469874886564259020e+00,6.481863343037038473e-08,5.000113821747150133e+00,3.137627821613342860e+00
9.148843431786623853e-04,1.480666446599819830e+00,5.959723134862277177e-08,5.000114406488450847e+00,3.137630424054763889e+00
9.158843431786624096e-04,1.491498248178688701e+00,6.453931079384647063e-08,5.000114867184812795e+00,3.137632596485368186e+00
9.168843431786624339e-04,1.502369863679887896e+00,5.958426558244081974e-08,5.000115443239669055e+00,3.137635221292820020e+00
9.178843431786624582e-04,1.513280863910654084e+00,6.426514181496862954e-08,5.000115899940402286e+00,3.137637422035334911e+00
9.188843431786624825e-04,1.524230818123379461e+00,5.956368710895216653e-08,5.000116467382176744e+00,3.137640071017537391e+00
9.198843431786625068e-04,1.535219294032620585e+00,6.399564821400687742e-08,5.000116919898338175e+00,3.137642301910652520e+00
9.208843431786625311e-04,1.546245857832162951e+00,5.953597768072264753e-08,5.000117478798236093e+00,3.137644977246764721e+00
9.218843431786625554e-04,1.557310074212150619e+00,6.373077830725406016e-08,5.000117926954636971e+00,3.137647240299055618e+00
9.228843431786625797e-04,1.568411506376263365e+00,5.949747934361609112e-08,5.000118477269451134e+00,3.137649944103963140e+00
9.238843431786626040e-04,1.579549716058970876e+00,6.347176774462169029e-08,5.000118920882830942e+00,3.137652241564520494e+00
9.248843431786626284e-04,1.590724263542825145e+00,5.945212848956203766e-08,5.000119462686780203e+00,3.137654976211869062e+00
9.258843431786626527e-04,1.601934707675823688e+00,6.321550398211695317e-08,5.000119901555427404e+00,3.137657310452121262e+00
9.268843431786626770e-04,1.613180605888830499e+00,5.940130753490547411e-08,5.000120434905176658e+00,3.137660078481037562e+00
9.278843431786627013e-04,1.624461514213038971e+00,6.296251545829517691e-08,5.000120868874032176e+00,3.137662452143649805e+00
9.288843431786627256e-04,1.635776987297502760e+00,5.934206654555745460e-08,5.000121393743887310e+00,3.137665256401843461e+00
9.298843431786627499e-04,1.647126578426722832e+00,6.271251052243558495e-08,5.000121822609899347e+00,3.137667672269825125e+00
9.308843431786627742e-04,1.658509839538271802e+00,5.927714174876151875e-08,5.000122339038928665e+00,3.137670515798581583e+00
9.318843431786627985e-04,1.669926321240495337e+00,6.246666878966253174e-08,5.000122762681781019e+00,3.137672977009152930e+00
9.328843431786628228e-04,1.681375572830242637e+00,5.920456691422406779e-08,5.000123270663485719e+00,3.137675863090058748e+00
9.338843431786628471e-04,1.692857142310663310e+00,6.222375769832876335e-08,5.000123688909805963e+00,3.137678373038462087e+00
9.348843431786628714e-04,1.704370576409057314e+00,5.912606164975031071e-08,5.000124188457310659e+00,3.137681305270964671e+00
9.358843431786628957e-04,1.715915420594757546e+00,6.198259526031813920e-08,5.000124601131466839e+00,3.137683867656888559e+00
9.368843431786629200e-04,1.727491219097086139e+00,5.904154934445304725e-08,5.000125092233813184e+00,3.137686850083420964e+00
9.378843431786629443e-04,1.739097514923337862e+00,6.174523224451393644e-08,5.000125499223185166e+00,3.137689468960823902e+00
9.388843431786629687e-04,1.750733849876825232e+00,5.895116150515802017e-08,5.000125981894999683e+00,3.137692505892313743e+00
9.398843431786629930e-04,1.762399764574972050e+00,6.150925575479650906e-08,5.000126383031595623e+00,3.137695185764022288e+00
9.408843431786630173e-04,1.774094798467437561e+00,5.885523461449424112e-08,5.000126857254159063e+00,3.137698281977772563e+00
9.418843431786630416e-04,1.785818489854312574e+00,6.127517208868380662e-08,5.000127252390843324e+00,3.137701027755706473e+00
9.428843431786630659e-04,1.797570375904333773e+00,5.875405120019592368e-08,5.000127718156243795e+00,3.137704188562826513e+00
9.438843431786630902e-04,1.809349992673160212e+00,6.104303302503780423e-08,5.000128107159869550e+00,3.137707005726958709e+00
9.448843431786631145e-04,1.821156875121695329e+00,5.864672131583403802e-08,5.000128564429158651e+00,3.137710236927314433e+00
9.458843431786631388e-04,1.832990557134433374e+00,6.081322847962057097e-08,5.000128947171415206e+00,3.137713131525584842e+00
9.468843431786631631e-04,1.844850571537874462e+00,5.853478563375543972e-08,5.000129395947492839e+00,3.137716439628305487e+00
9.478843431786631874e-04,1.856736450118955606e+00,6.058382036469608768e-08,5.000129772272157602e+00,3.137719418346665456e+00
9.488843431786632117e-04,1.868647723643540814e+00,5.841890159838432132e-08,5.000130212544433128e+00,3.137722810501279547e+00
9.498843431786632360e-04,1.880583921874949827e+00,6.035555919960559339e-08,5.000130582332236173e+00,3.137725880922934252e+00
9.508843431786632603e-04,1.892544573592511714e+00,5.829574400444598907e-08,5.000131014002918484e+00,3.137729365185261354e+00
9.518843431786632846e-04,1.904529206610179326e+00,6.012775864498120817e-08,5.000131377067478233e+00,3.137732535669738976e+00
9.528843431786633090e-04,1.916537347795160606e+00,5.816871564497988301e-08,5.000131800118531977e+00,3.137736121106409648e+00
9.538843431786633333e-04,1.928568523086600983e+00,5.989989993973254196e-08,5.000132156317853571e+00,3.137739401160115182e+00
9.548843431786633576e-04,1.940622257514304616e+00,5.803435438302540932e-08,5.000132570620740680e+00,3.137743097863777031e+00
9.558843431786633819e-04,1.952698075217471629e+00,5.966566152065662161e-08,5.000132919585293045e+00,3.137746498306738019e+00
9.568843431786634062e-04,1.964795499463499517e+00,5.788950518592413089e-08,5.000133324823443637e+00,3.137750317977108683e+00
9.578843431786634305e-04,1.976914052666792099e+00,5.942289218179635952e-08,5.000133666076458816e+00,3.137753851254970527e+00
9.588843431786634548e-04,1.989053256407616654e+00,5.772121084557696241e-08,5.000134061531316121e+00,3.137757807423991796e+00
9.598843431786634791e-04,2.001212631450999258e+00,5.915219674196355478e-08,5.000134393854962944e+00,3.137761488282504008e+00
9.608843431786635034e-04,2.013391697765631427e+00,5.750154160548028376e-08,5.000134777717768486e+00,3.137765597453473276e+00
9.618843431786635277e-04,2.025589974542827409e+00,5.880663453002095470e-08,5.000135098151348600e+00,3.137769444334152613e+00
9.628843431786635520e-04,2.037806980215509434e+00,5.715987770352906289e-08,5.000135465899617770e+00,3.137773727892458897e+00
9.638843431786635763e-04,2.050042232477210291e+00,5.826663522020042992e-08,5.000135767028432987e+00,3.137777765970081401e+00
9.648843431786636006e-04,2.062295248301123429e+00,5.649957634237366885e-08,5.000136106763607202e+00,3.137782255104533125e+00
9.658843431786636249e-04,2.074565543959162817e+00,5.722681723832257118e-08,5.000136369556860139e+00,3.137786524221990891e+00
9.668843431786636492e-04,2.086852635041064552e+00,5.502663968945947531e-08,5.000136650769191782e+00,3.137791272099863971e+00
9.678843431786636736e-04,2.099156036473515119e+00,5.487706654899386666e-08,5.000136825795409301e+00,3.137795845872294986e+00
9.688843431786636979e-04,2.111475262539288966e+00,5.144055171865407579e-08,5.000136968901260026e+00,3.137800958732602563e+00
9.698843431786637222e-04,2.123809826896438935e+00,4.911969621208040860e-08,5.000136927669619702e+00,3.137805994796981857e+00
9.708843431786637465e-04,2.136159242597481800e+00,4.234579528038569155e-08,5.000136725226026257e+00,3.137811712309314771e+00
9.718843431786637708e-04,2.148523022108630443e+00,3.446424786707206538e-08,5.000136132454617410e+00,3.137817581687461832e+00
9.728843431786637951e-04,2.160900677329042896e+00,1.885748108280033513e-08,5.000135042432749977e+00,3.137824486557026837e+00
9.738843431786638194e-04,2.173291719610081607e+00,-3.467537148085238723e-09,5.000133021395314792e+00,3.137832112629830306e+00
9.748843431786638437e-04,2.185695659774617550e+00,-4.230901562303848574e-08,5.000129625087927465e+00,3.137841678788802380e+00
9.758843431786638680e-04,2.198112008136330786e+00,-1.024000207426566475e-07,5.000123878879559669e+00,3.137853425095589621e+00
9.768843431786637839e-04,2.210540274519045667e+00,-2.022793705447393819e-07,5.000114456485190928e+00,3.137869456031164184e+00
9.778843431786636998e-04,2.222979968276086460e+00,-3.614112674051116605e-07,5.000098958718804276e+00,3.137891457563310560e+00
9.788843431786636157e-04,2.235430598309646744e+00,-6.217037231412300061e-07,5.000073743784946956e+00,3.137923866847052157e+00
9.798843431786635316e-04,2.247891673090170794e+00,-1.041051801841855289e-06,5.000032661938908163e+00,3.137972159346027912e+00
9.808843431786634474e-04,2.260362700675762504e+00,-1.723252531115331952e-06,4.999965981245542146e+00,3.138046714817129601e+00
9.818843431786633633e-04,2.272843188731607178e+00,-2.827070505409064028e-06,4.999857676263311568e+00,3.138162820005475862e+00
9.828843431786632792e-04,2.285332644549403547e+00,-4.619588634184973206e-06,4.999681985281475782e+00,3.138347295451268337e+00
9.838843431786631951e-04,2.297830575066827752e+00,-7.524680611684611207e-06,4.999396884489827109e+00,3.138641700811719559e+00
9.848843431786631110e-04,2.310336486886976903e+00,-1.223883270325783871e-05,4.998934443281113360e+00,3.139115373841852463e+00
9.858843431786630269e-04,2.322849886297865929e+00,-1.988060681820283965e-05,4.998184317234400709e+00,3.139878803809771579e+00
9.868843431786629428e-04,2.335370279291915985e+00,-3.226783264621518161e-05,4.996968007587244465e+00,3.141112837209556474e+00
9.878843431786628587e-04,2.347897171585448639e+00,-5.231982096095434681e-05,4.994996696208905185e+00,3.143107986053694791e+00
9.888843431786627745e-04,2.360430068638205370e+00,-8.472829180963504191e-05,4.991804882206032801e+00,3.146334530960409381e+00
9.898843431786626904e-04,2.372968475672870170e+00,-1.369386417054976543e-04,4.986645342612125553e+00,3.151545238912339730e+00
9.908843431786626063e-04,2.385511897694600592e+00,-2.206366106325305626e-04,4.978328196047027809e+00,3.159940656660118474e+00
9.918843431786625222e-04,2.398059839510576996e+00,-3.536896628340433163e-04,4.964982234839628639e+00,3.173406228349832325e+00
9.928843431786624381e-04,2.410611805749540260e+00,-5.623951332076025395e-04,4.943725205257167410e+00,3.194846773274478302e+00
9.938843431786623540e-04,2.423167300881355235e+00,-8.827081508011800888e-04,4.910266904806698030e+00,3.228580751342179589e+00
9.948843431786622699e-04,2.435725829236572437e+00,-1.357535810891796627e-03,4.858574098253220619e+00,3.280675041968815098e+00
9.958843431786621857e-04,2.448286895025995058e+00,-2.023145816948479416e-03,4.780953511485681595e+00,3.358846895440154690e+00
9.968843431786621016e-04,2.460850002360257971e+00,-2.856639347426686171e-03,4.669247145374241903e+00,3.471280084804301946e+00
9.978843431786620175e-04,2.473414655269389417e+00,7.781846167466924691e-04,4.517894511133426327e+00,3.623593247177590460e+00
9.988843431786619334e-04,2.485980357722410439e+00,8.536914347908636236e-01,4.341878208471482203e+00,3.814268049430856511e+00
9.998843431786618493e-04,2.498546613646903669e+00,4.241391404670472376e+00,4.176917532355999718e+00,4.030959936229161933e+00
1.000884343178661765e-03,2.511112926948601221e+00,4.938954118175740149e+00,4.020035057507689302e+00,4.251599431291005260e+00
1.001884343178661681e-03,2.523678801530971239e+00,4.956332662202173722e+00,3.876356804909904863e+00,4.452728906723422142e+00
1.002884343178661597e-03,2.536243741314801792e+00,4.965378514549817268e+00,3.756692757374096470e+00,4.618335824484784524e+00
1.003884343178661513e-03,2.548807250257782098e+00,4.969213672872121457e+00,3.663499798141486963e+00,4.743620200276096099e+00
1.004884343178661429e-03,2.561368832374095739e+00,4.970646104997634929e+00,3.595385161356620340e+00,4.832442089451000733e+00
1.005884343178661345e-03,2.573927991753987676e+00,4.971507015308380240e+00,3.546284872444149361e+00,4.892551460163322652e+00
1.006884343178661260e-03,2.586484232583348142e+00,4.972208845886600947e+00,3.511437900286977776e+00,4.931961722490965983e+00
